ID,Mass_ground_truth,RA,DEC,tau_lim_lo,tau_lim_hi,sig_lim_lo,sig_lim_hi,mu,u_band,g_band,r_band,i_band,z_band,z,M_i,ug,gr,ri,iz,zu,tau,sigma
2027931,7.882725043,37.90593,0.61834,2.30061,4.12549,-0.463037,-0.264599,20.5804,20.52642308,20.23836538,20.24894231,19.90142308,19.76523077,0.5577,-22.347,0.2880577,-0.01057693,0.34751923,0.13619231,-0.76119231,2.47844,-0.325558
2046684,8.176305498,37.932728,-1.027785,2.39282,4.24212,-0.480301,-0.244348,20.8907,20.9409,20.80328,20.50488,20.48204,20.3231,1.023,-23.676,0.13762,0.2984,0.02284,0.15894,-0.6178,2.56548,-0.318421
2088288,8.169114661,37.934994,0.87392,1.73612,3.31243,-0.579498,-0.233001,20.7464,20.77565909,20.60981818,20.64711364,20.45122727,20.45381818,1.6129,-24.459,0.16584091,-0.03729546,0.19588637,-0.00259091,-0.32184091,1.95015,-0.296884
2067058,9.008293977,37.943684,0.461324,2.6162,4.46877,-0.941773,-0.730524,19.9244,19.87637931,19.70367241,19.50762069,19.29182759,19.32410345,1.4994,-25.473,0.1727069,0.19605172,0.2157931,-0.03227586,-0.55227586,2.79426,-0.799847
2016615,8.906498547,37.947906,-0.39821,2.8931,4.56691,-0.786013,-0.608874,19.8134,19.67830769,19.60759615,19.55969231,19.3505,19.31398077,1.7222,-25.681,0.07071154,0.04790384,0.20919231,0.03651923,-0.36432692,3.10419,-0.680104
2026562,8.478351259,37.962551,-0.556571,2.58896,4.44181,-0.782371,-0.579555,20.2547,20.21555556,20.06455556,19.8074127,19.88296825,20.00887302,1.0605,-23.877,0.151,0.25714286,-0.07555555,-0.12590477,-0.20668254,2.72489,-0.641783
2023168,9.191299476,37.972355,-1.10718,2.23358,4.30968,-0.748076,-0.417779,21.2158,21.34552727,20.95789091,20.78947273,20.47681818,20.515,1.5853,-24.438,0.38763636,0.16841818,0.31265455,-0.03818182,-0.83052727,2.43301,-0.511028
2102219,9.407343977,37.974098,-0.542255,3.51563,4.74196,-1.1726,-0.95403,19.6075,19.78150769,19.39993846,19.20826154,18.91696923,18.92958462,1.7234,-26.321,0.38156923,0.19167692,0.29129231,-0.01261539,-0.85192307,5,-1.075
2031576,9.020337579,37.991184,0.453413,3.05786,4.60496,-0.734101,-0.594555,18.9155,18.95945763,19.02571186,18.60179661,18.51469492,18.462,1.3755,-25.737,-0.06625423,0.42391525,0.08710169,0.05269492,-0.49745763,3.25518,-0.641301
2024725,9.062592614,37.998009,0.328704,2.66068,4.5286,-0.781329,-0.55515,19.9088,19.7552931,19.62343103,19.45274138,19.28841379,19.38722414,1.4758,-25.347,0.13186207,0.17068965,0.16432759,-0.09881035,-0.36806896,2.9188,-0.63404
2089718,8.875779535,38.002819,-1.149968,-1.39211,0.267402,0.452424,1.30934,21.5273,21.58101786,20.36216071,20.0995,20.00403571,19.96071429,2.7723,-26.25,1.21885715,0.26266071,0.09546429,0.04332142,-1.62030357,-0.309604,0.828004
2060780,7.807330204,38.004532,0.412377,1.9189,3.01824,-0.550316,-0.356014,20.2377,20.19681034,19.90089655,19.98653448,19.82408621,19.77527586,0.6328,-22.758,0.29591379,-0.08563793,0.16244827,0.04881035,-0.42153448,2.12598,-0.408944
1985971,8.651188298,38.017296,0.550456,2.44263,4.2707,-0.556041,-0.415974,18.5534,18.42983333,18.23025,18.13668333,18.24236667,18.25545,0.9259,-25.341,0.19958333,0.09356667,-0.10568334,-0.01308333,-0.17438333,2.58223,-0.450865
2126783,8.930462878,38.020447,-1.086544,1.8054,2.81941,-0.540064,-0.358828,18.4879,18.45507407,18.16738889,18.21538889,18.37738889,18.25187037,0.7337,-24.697,0.28768518,-0.048,-0.162,0.12551852,-0.2032037,2.01684,-0.407011
2013394,9.368450068,38.021221,1.111187,1.95229,3.46565,-1.04079,-0.830503,17.7762,17.77642105,17.51517544,17.37335088,17.40342105,17.43950877,1.259,-26.995,0.26124561,0.14182456,-0.03007017,-0.03608772,-0.33691228,2.16605,-0.883177
2125290,9.097082845,38.043625,-0.131349,1.74485,2.42521,-0.926806,-0.708251,18.5358,18.53776471,18.33443137,18.11586275,18.04647059,18.05880392,1.3528,-26.494,0.20333334,0.21856862,0.06939216,-0.01233333,-0.47896079,2.00215,-0.788027
2140714,9.287385271,38.044464,-0.398142,2.77221,4.53203,-0.643674,-0.455352,20.5521,20.53283019,19.81220755,19.74530189,19.73364151,19.44207547,2.4103,-26.386,0.72062264,0.06690566,0.01166038,0.29156604,-1.09075472,2.93447,-0.514363
2043657,8.129563102,38.049255,0.133977,2.42564,4.40288,-0.984836,-0.661253,19.4508,19.48825,19.1486,19.05955,18.86735,18.6268,0.4316,-22.651,0.33965,0.08905,0.1922,0.24055,-0.86145,2.67026,-0.779896
2006042,8.318284301,38.050613,1.092746,2.51389,4.38904,-0.720311,-0.48176,20.6089,20.64369492,20.65349153,20.19922034,20.19972881,20.19820339,1.2964,-24.132,-0.00979661,0.45427119,-0.00050847,0.00152542,-0.44549153,2.69764,-0.566071
2046962,8.562337897,38.089672,1.112855,2.49553,4.48152,-0.995032,-0.677855,20.4307,20.50622951,20.23755738,20.07403279,19.78627869,19.73857377,1.7529,-25.248,0.26867213,0.16352459,0.2877541,0.04770492,-0.76765574,2.938,-0.832993
2003816,8.488018339,38.101952,0.643416,2.8221,4.56562,-0.512517,-0.346773,20.5742,20.55367347,20.04869388,19.99077551,19.89834694,19.50520408,0.8069,-23.44,0.50497959,0.05791837,0.09242857,0.39314286,-1.04846939,3.00965,-0.402387
1998295,9.524231819,38.107681,-0.418698,2.52889,4.36319,-0.539986,-0.405084,20.1092,20.06733333,20.08981197,19.69023932,19.66253846,19.70518803,1.3244,-24.616,-0.02247864,0.39957265,0.02770086,-0.04264957,-0.3621453,2.63687,-0.438004
2025258,9.158920508,38.110573,-0.195858,1.90685,3.12774,-0.914412,-0.66146,18.6183,18.63425,18.52583929,18.47941071,18.266625,18.31946429,1.7318,-26.841,0.10841071,0.04642858,0.21278571,-0.05283929,-0.31478571,2.15133,-0.734185
2092378,8.632700923,38.125916,0.777689,2.58109,4.42364,-0.801699,-0.565308,20.7372,20.75429091,20.68669091,20.6924,20.53885455,20.29772727,2.0646,-24.822,0.0676,-0.00570909,0.15354545,0.24112728,-0.45656364,2.76862,-0.654375
1987463,8.267316502,38.128014,-1.022812,1.7931,3.63391,-1.00345,-0.528413,20.6708,20.71333929,20.55342857,20.37117857,20.44791071,20.60933929,0.9482,-23.318,0.15991072,0.18225,-0.07673214,-0.16142858,-0.104,2.03279,-0.613797
2036329,8.791286204,38.128883,0.241342,1.68834,2.77462,-0.699918,-0.371739,20.5264,20.54736508,20.51334921,20.53461905,20.21693651,20.21761905,1.7914,-24.926,0.03401587,-0.02126984,0.31768254,-0.00068254,-0.32974603,1.99477,-0.478365
2024383,9.444217461,38.130833,-0.003014,-0.015723,0.432279,1.21243,1.43177,24.2033,24.29298876,21.35580899,19.99660674,19.88046067,19.85768539,3.8246,-27.024,2.93717977,1.35920225,0.11614607,0.02277528,-4.43530337,0.216141,1.36562
2137808,9.365417149,38.134384,0.098029,2.85433,4.56969,-1.10922,-0.926461,18.74,18.81177966,18.68901695,18.62172881,18.34028814,18.35242373,1.7924,-26.875,0.12276271,0.06728814,0.28144067,-0.01213559,-0.45935593,3.15546,-1.00189
2112247,9.466546504,38.139877,0.14085,-0.500718,2.92737,-2.10084,0.183866,21.6216,21.66580357,20.459,19.99873214,19.77217857,19.52482143,2.6589,-26.367,1.20680357,0.46026786,0.22655357,0.24735714,-2.14098214,0.766553,0.122637
2045004,8.076532913,38.153702,-0.889889,1.68553,3.29672,-0.665067,-0.293826,20.0603,20.07118868,19.68833962,19.53164151,19.53969811,19.34864151,0.7749,-23.558,0.38284906,0.15669811,-0.0080566,0.1910566,-0.72254717,1.89552,-0.357656
2022121,9.313361751,38.183823,-0.785619,2.11191,4.1952,-0.83275,-0.540095,20.3625,20.34025926,20.15672222,20.0377963,19.75014815,19.73598148,1.8976,-25.542,0.18353704,0.11892592,0.28764815,0.01416667,-0.60427778,2.3472,-0.624021
2127298,9.131692717,38.193684,0.278513,3.07451,4.61447,-0.782818,-0.59257,20.3823,20.17314286,19.64044444,19.42504762,19.16565079,18.9118254,2.0544,-25.924,0.53269842,0.21539682,0.25939683,0.25382539,-1.26131746,3.29795,-0.665396
2022136,9.123740145,38.194614,1.114395,2.05404,4.14834,-0.629421,-0.365668,20.5333,20.48977049,20.27395082,20.2692459,19.99836066,19.96508197,1.5927,-24.752,0.21581967,0.00470492,0.27088524,0.03327869,-0.52468852,2.24248,-0.416416
2101989,8.983671245,38.220013,-0.230862,2.03074,3.63337,-0.785985,-0.54885,19.2674,19.26115385,19.08117308,18.92065385,18.75311538,18.51338462,2.0326,-26.749,0.17998077,0.16051923,0.16753847,0.23973076,-0.74776923,2.25915,-0.615273
2074048,8.778703627,38.224255,-0.782372,2.74911,4.54027,-0.856202,-0.607898,20.3098,20.35320755,20.24071698,20.25354717,20.04513208,20.11377358,1.8005,-25.386,0.11249057,-0.01283019,0.20841509,-0.0686415,-0.23943397,2.86062,-0.674071
2011475,8.825299238,38.225174,-0.981049,3.3565,4.72205,-0.879247,-0.667759,20.6399,20.49972727,20.29270455,19.91325,19.80388636,19.84647727,1.213,-24.462,0.20702272,0.37945455,0.10936364,-0.04259091,-0.65325,5,-0.8
2066341,8.544719354,38.263439,-1.246342,-1.97336,0.256117,0.155832,1.25876,20.2924,20.28988333,19.36243333,19.32775,19.25266667,18.91661667,2.5014,-26.739,0.92745,0.03468333,0.07508333,0.33605,-1.37326666,-2.3,1.5
2042554,8.518623929,38.265682,-1.081112,2.78472,4.56125,-0.679814,-0.483607,20.4044,20.51657627,20.24572881,19.97518644,19.93462712,19.89638983,1.3193,-24.772,0.27084746,0.27054237,0.04055932,0.03823729,-0.62018644,2.95201,-0.547218
2006932,9.700172985,38.284645,-0.434737,3.38061,4.70895,-1.08591,-0.869237,19.2971,19.42409375,18.9145,18.88998438,18.94325,18.75201563,2.4839,-27.215,0.50959375,0.02451562,-0.05326562,0.19123437,-0.67207812,5,-1
1996018,9.281090614,38.290085,-0.516731,1.22407,3.83614,-0.142744,0.538065,24.2829,24.42741818,20.48212727,19.64845455,19.45029091,19.41658182,3.5266,-27.235,3.94529091,0.83367272,0.19816364,0.03370909,-5.01083636,2.1575,0.213388
2101201,8.995596192,38.291084,0.840536,2.64076,4.48667,-0.720884,-0.531756,20.7172,20.79494845,19.98572165,19.87203093,19.77894845,19.40171134,2.5806,-26.056,0.8092268,0.11369072,0.09308248,0.37723711,-1.39323711,2.75886,-0.593244
2064956,8.72056427,38.296062,0.412721,-0.39833,3.38704,-2.0788,0.139301,22.5718,23.12722059,20.73008824,20.51605882,20.41264706,20.30472059,2.9803,-25.759,2.39713235,0.21402942,0.10341176,0.10792647,-2.8225,1.10711,0.193023
2103773,9.162384029,38.307575,-0.20429,2.34061,4.23997,-0.568637,-0.40303,19.814,19.87072059,19.38854412,19.34248529,19.43769118,19.12133824,0.807,-23.679,0.48217647,0.04605883,-0.09520589,0.31635294,-0.74938235,2.48715,-0.440893
2115281,7.678621706,38.32819,0.357154,0.019605,1.10675,0.068037,0.595357,20.6861,20.70395082,20.33106557,20.29668852,20.11880328,20.22386885,0.609,-22.676,0.37288525,0.03437705,0.17788524,-0.10506557,-0.48008197,0.779602,0.267163
2059939,8.705537906,38.330524,1.133772,3.18434,4.6664,-0.680281,-0.475959,20.8157,20.48202128,20.11359574,19.95993617,19.74034043,19.84559574,1.5079,-24.876,0.36842554,0.15365957,0.21959574,-0.10525531,-0.63642554,4.3269,-0.582251
1994619,8.751091562,38.355537,0.487448,3.1058,4.63064,-1.19596,-1.0197,18.1562,18.26981356,18.56181356,18.616,18.31994915,18.20415254,2.0171,-27.129,-0.292,-0.05418644,0.29605085,0.11579661,-0.06566102,3.53572,-1.09636
2041995,8.22885236,38.378983,0.201903,0.407953,1.46505,-0.453888,0.024806,20.0499,20.05198276,19.64972414,19.56051724,19.28903448,19.26324138,0.6058,-23.137,0.40225862,0.0892069,0.27148276,0.0257931,-0.78874138,1.05485,-0.232744
2033500,9.407059172,38.382717,1.131867,-0.482503,3.48341,-2.15066,-0.073664,21.9891,22.06180769,21.48023077,20.57569231,20.37084615,20.02353846,1.1966,-23.714,0.58157692,0.90453846,0.20484616,0.34730769,-2.03826923,0.758989,0.151476
2078939,9.783351535,38.3885,1.059172,2.14371,3.98938,-0.842712,-0.587042,18.9559,19.01517742,18.68791935,18.39316129,18.35267742,18.15904839,2.0587,-27.128,0.32725807,0.29475806,0.04048387,0.19362903,-0.85612903,2.35572,-0.652415
2114417,9.894371285,38.392326,-0.493423,-0.374573,3.79287,-2.5866,-0.59414,22.087,22.22720635,20.42960317,19.85768254,19.75898413,19.66536508,3.401,-26.811,1.79760318,0.57192063,0.09869841,0.09361905,-2.56184127,2.80902,-1.06196
2121163,8.908797678,38.394775,-0.507452,1.89474,3.99754,-1.31921,-0.832485,20.2877,20.28722222,19.75496825,19.81306349,19.83377778,19.61487302,2.4292,-26.089,0.53225397,-0.05809524,-0.02071429,0.21890476,-0.6723492,2.3309,-1.00429
2120956,8.333331539,38.397415,-1.129096,1.52734,3.60689,-0.661094,-0.358976,18.1878,18.1439,18.0524,18.0615,18.0475,17.6166,0.3679,-22.972,0.0915,-0.0091,0.014,0.4309,-0.5273,1.82847,-0.470574
2049798,8.724678769,38.405903,-0.109607,2.64872,4.53399,-0.527003,-0.265143,21.724,21.75471429,20.84295238,20.55152381,20.37109524,19.79409524,0.8435,-22.667,0.91176191,0.29142857,0.18042857,0.577,-1.96061905,2.8709,-0.365014
2134938,9.036190446,38.418076,-0.185109,1.03987,2.70345,-0.717325,-0.074467,20.7463,20.76566129,20.67280645,20.53232258,20.19177419,20.06920968,1.8346,-24.985,0.09285484,0.14048387,0.34054839,0.12256451,-0.69645161,1.27894,-0.15448
2108440,9.341685091,38.440319,-0.499852,2.33542,4.33198,-0.835036,-0.514169,20.84,20.89389231,20.61883077,20.55583077,20.28266154,20.29616923,1.6702,-24.852,0.27506154,0.063,0.27316923,-0.01350769,-0.59772308,2.58017,-0.620009
2049473,9.256637597,38.461815,-1.08838,3.08961,4.63783,-0.587341,-0.411944,20.3861,20.33492982,20.11205263,19.87177193,19.81559649,19.88773684,1.406,-24.567,0.22287719,0.2402807,0.05617544,-0.07214035,-0.44719298,3.53681,-0.486281
2120216,8.697911386,38.479759,0.121796,3.26468,4.69166,-1.08789,-0.84039,20.1576,20.29395238,20.00468254,19.96122222,19.69203175,19.62271429,1.7614,-25.526,0.28926984,0.04346032,0.26919047,0.06931746,-0.67123809,5,-0.975
2078377,8.634215702,38.487137,-0.154649,1.63765,2.62603,-0.695125,-0.408388,19.5432,19.57380952,19.67869841,19.60749206,19.28379365,19.18250794,1.8494,-26.036,-0.10488889,0.07120635,0.32369841,0.10128571,-0.39130158,1.85715,-0.469012
2117330,9.787193954,38.49884,0.827377,3.03374,4.61263,-1.06368,-0.859715,18.264,18.39746875,17.78076563,17.83821875,17.79364063,17.51379688,2.5221,-28.139,0.61670312,-0.05745312,0.04457812,0.27984375,-0.88367187,3.38459,-0.950513
2001342,8.430874477,38.499352,-1.219593,2.71001,4.48717,-0.61396,-0.396798,21.383,21.56536538,20.65946154,20.44240385,20.30784615,19.82905769,0.7811,-22.679,0.90590384,0.21705769,0.1345577,0.47878846,-1.73630769,2.89583,-0.480167
2137880,9.126725742,38.500519,-1.13497,2.17393,4.18263,-0.724102,-0.482439,19.9951,19.96756897,19.29431034,19.15648276,19.108,18.87681034,2.3915,-26.596,0.67325863,0.13782758,0.04848276,0.23118966,-1.09075863,2.39045,-0.543965
2066125,9.269349997,38.50811,0.393892,1.6527,2.90417,-0.625435,-0.26382,20.85,20.89005085,20.6129322,20.40438983,20.23740678,19.95137288,2.1059,-25.44,0.27711865,0.20854237,0.16698305,0.2860339,-0.93867797,1.98324,-0.381545
2129960,8.383810457,38.535645,-0.458288,3.1264,4.64705,-0.779381,-0.535757,20.6371,20.86613846,20.53158462,20.45506154,20.45455385,20.17766154,0.8435,-23.191,0.33455384,0.07652308,0.00050769,0.27689231,-0.68847692,3.62404,-0.657766
2097953,8.204124281,38.55143,0.667482,3.17147,4.65762,-0.878387,-0.638668,21.1464,21.26967213,20.77942623,20.28440984,19.75708197,19.32496721,2.0497,-25.578,0.4902459,0.49501639,0.52732787,0.43211476,-1.94470492,3.79509,-0.75832
2128429,9.527055418,38.554775,1.23766,2.53641,4.4537,-0.95567,-0.682544,20.1866,20.15847458,19.71211864,19.54023729,19.56350847,19.41066102,2.2456,-26.045,0.44635594,0.17188135,-0.02327118,0.15284745,-0.74781356,2.71455,-0.767885
1987678,8.678785517,38.558929,0.616496,2.45213,4.3791,-0.55341,-0.40969,19.6552,19.67098148,19.57733333,19.34642593,19.41827778,19.49337037,1.0907,-24.599,0.09364815,0.2309074,-0.07185185,-0.07509259,-0.17761111,2.54759,-0.439354
2040195,8.848342005,38.565239,1.109595,-0.033687,3.66547,-2.37916,-0.438796,21.6271,21.71844828,19.37018966,19.22793103,19.2527069,19.2012931,3.11,-27.23,2.34825862,0.14225863,-0.02477587,0.0514138,-2.51715518,1.86076,-0.530524
2049364,9.456913022,38.595234,0.170616,3.68469,4.78032,-0.587986,-0.389095,21.2596,21.61190476,21.40930952,21.3912619,21.09852381,20.98690476,1.9928,-25.213,0.20259524,0.01804762,0.29273809,0.11161905,-0.625,5,-0.5
2063870,8.396684952,38.66943,0.485347,1.09158,1.77027,-0.488596,-0.191681,19.9818,20.01270968,19.94070968,19.84704839,19.80958065,19.82309677,1.3511,-24.843,0.072,0.09366129,0.03746774,-0.01351612,-0.18961291,1.37501,-0.286248
2082515,8.974224932,38.686058,-1.250419,2.14364,4.06239,-0.776005,-0.535373,20.042,20.09321311,19.97234426,19.94203279,19.63172131,19.65970492,1.7892,-25.573,0.12086885,0.03031147,0.31031148,-0.02798361,-0.43350819,2.34088,-0.606717
1984498,8.527289204,38.694061,-0.237772,-0.313989,3.36249,-1.60902,0.759593,22.9226,23.50341818,20.82403636,19.7856,19.71254545,19.86729091,3.6134,-26.759,2.67938182,1.03843636,0.07305455,-0.15474546,-3.63612727,1.01146,0.513607
2105705,9.628731294,38.715759,0.0094,2.46133,4.39521,-0.800655,-0.60453,19.5417,19.58111765,19.10219608,18.97145098,18.94929412,18.77094118,2.2521,-26.714,0.47892157,0.1307451,0.02215686,0.17835294,-0.81017647,2.6213,-0.6603
2030816,8.895366787,38.759247,0.76832,2.21312,3.91338,-0.537601,-0.342656,20.6066,20.625375,20.08889286,20.11830357,20.12794643,19.84053571,2.4855,-25.847,0.53648214,-0.02941071,-0.00964286,0.28741072,-0.78483929,2.39393,-0.400132
1987397,8.186146826,38.784603,-0.429169,2.67018,4.50641,-0.766798,-0.475921,20.6365,20.78766667,20.70134921,20.44879365,20.4804127,20.34888889,1.0008,-23.429,0.08631746,0.25255556,-0.03161905,0.13152381,-0.43877778,2.88237,-0.573577
2008510,9.173902026,38.78598,0.165011,2.0413,3.69264,-0.678939,-0.439654,20.2963,20.30515686,19.6134902,19.51276471,19.53705882,19.39239216,2.3066,-26.08,0.69166666,0.10072549,-0.02429411,0.14466666,-0.9127647,2.26247,-0.506669
1982903,8.701508543,38.787098,0.860233,2.63748,4.46053,-0.556734,-0.392745,19.7784,19.57778333,19.5571,19.37763333,19.32835,19.38346667,1.3728,-24.884,0.02068333,0.17946667,0.04928333,-0.05511667,-0.19431666,2.73699,-0.435183
2023374,9.617621542,38.826283,-0.103065,3.05295,4.65778,-1.33046,-0.917177,21.3642,21.40024,20.6463,19.78882,19.1395,18.8207,1.727,-25.965,0.75394,0.85748,0.64932,0.3188,-2.57954,5,-1.175
2063761,8.41722465,38.826447,-0.335562,2.23671,4.25592,-0.660271,-0.401615,20.718,20.77356364,19.88587273,19.96845455,19.89752727,19.52974545,2.3912,-25.744,0.88769091,-0.08258182,0.07092728,0.36778182,-1.24381819,2.47841,-0.475832
2014175,8.522323779,38.835838,-0.37799,2.54379,4.45445,-0.548878,-0.361739,20.275,20.35656604,20.01662264,19.98120755,19.8840566,19.71756604,0.6826,-22.916,0.3399434,0.03541509,0.09715095,0.16649056,-0.639,2.68655,-0.412308
2088044,8.732466644,38.842163,0.092805,1.57878,2.66381,-0.749431,-0.471082,19.7384,19.74320455,19.68670455,19.48679545,19.43870455,19.51843182,1.3821,-25.07,0.0565,0.1999091,0.0480909,-0.07972727,-0.22477273,1.91418,-0.575298
2098468,8.860993982,38.847221,0.155974,0.820207,3.11534,-0.918469,-0.126809,20.467,20.46471739,20.32143478,20.32947826,20.21006522,19.98017391,2.065,-25.166,0.14328261,-0.00804348,0.11941304,0.22989131,-0.48454348,1.76558,-0.547492
2094881,9.097179183,38.862328,-0.52597,2.56726,4.52063,-0.997233,-0.718365,20.2485,20.21066154,20.10732308,20.00367692,19.9694,19.97666154,1.3969,-24.663,0.10333846,0.10364616,0.03427692,-0.00726154,-0.234,2.76612,-0.795451
1987573,9.671494619,38.863922,-1.137929,0.186373,2.96391,0.077604,1.23377,23.9884,24.31697561,21.40856098,20.10482927,19.84702439,19.61004878,3.8068,-26.997,2.90841463,1.30373171,0.25780488,0.23697561,-4.70692683,0.766208,0.985706
2111722,8.806434446,38.875484,0.225147,2.35171,4.21043,-1.02769,-0.78902,19.9314,19.960875,19.81132813,19.71790625,19.51857813,19.35795313,1.9266,-25.916,0.14954687,0.09342188,0.19932812,0.160625,-0.60292187,2.53054,-0.860316
2012415,7.353755171,38.878708,0.213346,3.198,4.67997,-1.05915,-0.795515,19.9329,20.07075758,19.65036364,19.52137879,19.25836364,19.23912121,0.591,-23.257,0.42039394,0.12898485,0.26301515,0.01924243,-0.83163637,5,-0.95
2002628,8.531731331,38.908981,0.143113,2.38372,4.33368,-0.699891,-0.486663,20.4679,20.44633333,20.12933333,20.0607963,20.19437037,20.01942593,0.8812,-23.491,0.317,0.06853703,-0.13357407,0.17494444,-0.4269074,2.5206,-0.547101
2026377,9.518406586,38.912197,-0.322888,2.78137,4.55971,-0.622514,-0.435719,20.2899,20.21141176,20.08515686,20.05137255,19.78556863,19.7402549,1.8844,-25.207,0.1262549,0.03378431,0.26580392,0.04531373,-0.47115686,2.94618,-0.499635
2116691,8.521922245,38.920429,0.177485,2.63523,4.47759,-0.688452,-0.487259,20.3261,20.43167273,20.11787273,19.84681818,19.90169091,19.73921818,0.9484,-23.655,0.3138,0.27105455,-0.05487273,0.16247273,-0.69245455,2.77437,-0.557315
2030736,8.414393899,38.925964,-0.091309,2.84298,4.53704,-0.93567,-0.692791,20.644,20.6972931,20.3102069,20.05522414,20.05136207,19.84341379,0.8532,-23.599,0.3870862,0.25498276,0.00386207,0.20794828,-0.85387931,3.03394,-0.798224
2103515,9.046319609,38.930676,-0.180962,2.08987,4.16716,-1.00467,-0.654283,20.694,20.74625,20.45769643,20.18151786,20.05696429,19.94389286,1.9854,-25.323,0.28855357,0.27617857,0.12455357,0.11307143,-0.80235714,2.37125,-0.766868
2093705,9.088512686,38.964989,-1.231275,2.38674,4.29528,-0.746041,-0.490823,20.5391,20.62358696,20.52515217,20.52930435,20.34165217,20.14354348,2.0238,-25.085,0.09843479,-0.00415218,0.18765218,0.19810869,-0.48004348,2.58363,-0.570114
2061079,9.026576355,39.005981,-0.424541,2.21572,4.07202,-0.535768,-0.367995,20.0182,19.923,19.58764078,19.22969903,18.98761165,18.83496117,2.051,-26.519,0.33535922,0.35794175,0.24208738,0.15265048,-1.08803883,2.3705,-0.404848
2124003,9.118101705,39.015747,-0.513941,2.72908,4.47568,-0.82708,-0.659824,19.0385,19.09327869,18.81880328,18.53534426,18.41603279,18.42136066,1.4084,-26.295,0.27447541,0.28345902,0.11931147,-0.00532787,-0.67191803,2.84339,-0.713356
1999857,9.120828044,39.022282,-0.297787,2.4216,4.35697,-0.534985,-0.32286,20.7102,20.940975,20.926425,20.384825,20.27365,20.270025,1.4024,-24.534,0.01455,0.5416,0.111175,0.003625,-0.67095,2.55358,-0.386
2094170,8.274615943,39.034092,0.934479,2.63794,4.47793,-0.949783,-0.713353,19.8297,19.95854545,19.73289091,19.4884,19.44685455,19.31532727,0.9685,-24.371,0.22565454,0.24449091,0.04154545,0.13152728,-0.64321818,2.80588,-0.796835
2071832,8.358866073,39.079117,-0.091435,2.07617,4.3303,-1.00741,-0.669575,20.675,20.66542187,20.32415625,20.05125,19.96651563,19.7231875,0.9805,-23.613,0.34126562,0.27290625,0.08473437,0.24332813,-0.94223437,2.46113,-0.792725
2087360,9.162445381,39.086636,-0.561739,1.96136,3.09008,-0.93005,-0.709347,18.8801,18.84605,18.6678,18.70336667,18.54468333,18.5833,1.6683,-26.325,0.17825,-0.03556667,0.15868334,-0.03861667,-0.26275,2.18248,-0.775317
2009715,8.364307244,39.118736,1.216322,2.57778,4.56282,-0.793474,-0.485454,21.5927,21.7479661,20.80294915,20.06622034,19.45784746,19.22244068,1.9007,-25.941,0.94501695,0.73672881,0.60837288,0.23540678,-2.52552542,5,-0.7
2016184,8.969837447,39.146103,0.028891,2.82619,4.53299,-0.794307,-0.531262,21.0012,21.14743137,21.00703922,20.74905882,20.57107843,20.66339216,1.4543,-24.487,0.14039215,0.2579804,0.17798039,-0.09231373,-0.48403921,3.01058,-0.641223
2124293,8.57648538,39.146645,-1.163979,2.85772,4.55468,-0.770492,-0.570077,20.5178,20.31967568,19.76616216,19.84308108,19.76164865,19.55708108,2.2744,-25.816,0.55351352,-0.07691892,0.08143243,0.20456757,-0.7625946,3.02432,-0.644228
1998108,8.615756085,39.148712,-0.534321,2.99985,4.59912,-0.749239,-0.572512,20.4598,20.3498,20.57238333,20.11171667,20.1365,20.16203333,1.3592,-24.633,-0.22258333,0.46066666,-0.02478333,-0.02553333,-0.18776667,3.24505,-0.642796
2008439,8.59363537,39.164944,-0.890406,2.10614,3.89722,-0.605252,-0.39673,19.8104,19.81618182,19.53529091,19.46010909,19.48545455,19.32869091,0.7793,-23.614,0.28089091,0.07518182,-0.02534546,0.15676364,-0.48749091,2.33282,-0.455888
2096787,8.996552924,39.185089,-1.248001,2.9236,4.61302,-0.626191,-0.410525,20.1982,20.36545238,20.39216667,20.13830952,20.07028571,20.07845238,1.412,-24.824,-0.02671429,0.25385715,0.06802381,-0.00816667,-0.287,3.41339,-0.508269
2080357,9.076308508,39.196339,-0.523399,2.82062,4.54203,-1.01176,-0.718394,20.6609,20.58413115,19.7934918,19.27493443,19.12778689,18.81437705,2.39,-26.651,0.79063935,0.51855737,0.14714754,0.31340984,-1.7697541,3.04625,-0.831882
2003594,8.139938087,39.227844,0.378452,0.904738,3.21006,-0.423803,0.292762,20.2958,20.2643,20.0335,19.9189,19.5969,19.3354,0.4325,-22.149,0.2308,0.1146,0.322,0.2615,-0.9289,1.79806,-0.079354
2069441,8.894032372,39.232143,0.613922,1.87104,2.66774,-0.443341,-0.278171,19.6346,19.55246875,19.37346875,19.3114375,19.40232812,19.258625,0.8739,-24.08,0.179,0.06203125,-0.09089062,0.14370312,-0.29384375,2.08084,-0.325807
2020866,9.789106766,39.237465,0.446134,1.86798,4.17216,-1.06253,-0.630879,20.559,20.54457576,19.79678788,19.53369697,19.4035,19.24816667,2.6553,-26.717,0.74778788,0.26309091,0.13019697,0.15533333,-1.29640909,2.39087,-0.818745
2088951,9.187453174,39.244785,-0.205063,2.25501,4.00228,-0.587075,-0.406265,20.1993,20.21424,20.04078667,19.9522,19.66418667,19.69629333,1.6914,-25.218,0.17345333,0.08858667,0.28801333,-0.03210666,-0.51794667,2.43165,-0.460035
