,Unnamed: 0,SDSS_Name,ra_DR7,dec_DR7,M,ERR,ID,ra_S82,dec_S82,z
7812,7811,224822.92-000948.8,342.09552001953125,-0.16357800364494324,8.861673288772948,0.3987741695086277,793870,342.09552,-0.163574,2.1321
5605,5604,034552.30-002854.9,56.467933654785156,-0.4819360077381134,9.302853983825537,0.11055896708384644,4997650,56.467926,-0.481936,2.9344
3120,3120,021351.60-004850.0,33.46502685546875,-0.8139079809188843,9.16467516138632,0.07453457147043872,1684699,33.465015,-0.8139109999999999,3.494
8337,8336,232102.44+001314.2,350.2601623535156,0.2206159979104996,8.823254940368988,0.3316390458699825,314308,350.2601620000001,0.220619,1.3293
731,731,003251.46-002748.0,8.21442985534668,-0.463344007730484,8.42969849461234,0.19966957963301304,4018877,8.214432,-0.463345,0.5873
3406,3406,022331.90-001605.5,35.88293838500977,-0.2682029902935028,8.275538513327001,0.1315953590994962,2100282,35.882931,-0.268196,0.7704
2339,2339,014234.40-011417.4,25.64335060119629,-1.2381720542907717,7.881655267403199,0.1821956373702638,1211568,25.643364,-1.238166,0.2445
5057,5057,032616.31-005301.9,51.56796264648438,-0.8838880062103271,9.216396708991141,0.2886075741611481,3771098,51.567959,-0.8838870000000001,2.1154
4947,4947,032142.83-003225.7,50.42848587036133,-0.5404940247535706,8.176754578343429,0.09696833365303847,3787294,50.428482,-0.540495,0.6484
2565,2565,015254.04+010434.6,28.22519874572754,1.0762879848480225,8.869352170869252,0.323419254045294,1266226,28.225195000000006,1.07629,0.5696
6555,6554,214243.61+000825.4,325.6817321777344,0.14040400087833405,8.470529739091104,0.2084286379788583,1938602,325.681763,0.140401,1.1316
7289,7288,221909.39-003408.3,334.7891540527344,-0.5689929723739624,9.0052090713624,0.17602558716977018,1491829,334.789154,-0.568994,0.8425
5694,5693,035321.41-003333.9,58.3392219543457,-0.5594419836997986,9.577909275216502,0.20470643129974994,4954000,58.339218,-0.559442,1.8253
5936,5935,204944.88+003547.0,312.43701171875,0.5963940024375916,9.191797800503368,0.17843140105969546,3472552,312.4370120000001,0.5963890000000001,2.0855
7636,7635,223643.53-002208.5,339.181396484375,-0.36903899908065796,9.613227461534308,0.07469082856952898,1152287,339.181396,-0.369033,1.854
5065,5065,032638.85-000132.9,51.66189193725586,-0.02582499943673611,8.69793549896611,0.05854872242778016,3774825,51.661896,-0.025824,1.2646
8296,8295,231821.13+002936.6,349.58807373046875,0.4935269951820374,8.501577308842823,0.35064538276641344,505877,349.588074,0.493526,0.3765
1255,1255,005436.35+005055.6,13.651464462280273,0.848779022693634,8.670865299184541,0.2492061562455577,134883,13.651461,0.848784,2.2361
2104,2104,013351.99-001711.1,23.466651916503906,-0.2864310145378113,9.094516208228846,1.0750627115701703,948527,23.466642,-0.286429,3.6169
6322,6321,212207.36-001445.6,320.5306701660156,-0.2460249960422516,10.17391413751233,0.2044140905484325,2346419,320.5306700000001,-0.246025,4.0721
5278,5278,033400.36-003320.2,53.50151443481445,-0.555620014667511,8.906972655335858,0.30215796446231663,3730449,53.501514,-0.55562,1.6492
8458,8457,232548.52+010818.4,351.4521789550781,1.1384539604187012,8.993009887663538,0.06127470125140795,379060,351.452179,1.1384530000000002,2.0869
8291,8290,231759.63-000733.2,349.49847412109375,-0.12589000165462494,8.983579677667848,0.09668038306711864,420130,349.4984740000001,-0.125891,1.1479
8939,8938,234713.61-001953.4,356.8067321777344,-0.3315210044384003,8.490368228824815,0.7735265807276632,3890080,356.806732,-0.331515,1.1339
9092,9091,235335.90-010639.3,358.3996276855469,-1.1109329462051392,8.88579119124628,0.3632819221927485,3954424,358.399628,-1.110925,1.2966
4434,4434,030029.88-010946.2,45.1245002746582,-1.1628520488739014,8.637321209122875,0.09842092439836564,3157321,45.124489,-1.162855,1.1216
3484,3484,022536.28-002029.7,36.40119934082031,-0.3415899872779846,8.372535980026361,0.16986305053661546,1986095,36.401192,-0.341587,1.5378
8783,8782,234018.85-011027.2,355.07855224609375,-1.174239993095398,7.725789022424568,0.2553154643349628,3987620,355.078552,-1.174247,0.5512
3816,3816,023756.10+002114.5,39.48377990722656,0.3540549874305725,9.186075288777076,0.11931808033665695,2117444,39.483772,0.354058,2.6424
8726,8725,233705.35+005002.8,354.2723083496094,0.8341259956359863,8.479338505703241,0.12112415466280692,289261,354.272339,0.8341290000000001,0.7091
7447,7446,222639.17-000342.5,336.6632080078125,-0.06181300058960915,9.538798715809195,0.3222990394264497,1170545,336.663208,-0.06181,1.2331
7348,7347,222129.86+000429.8,335.37445068359375,0.07496800273656845,9.578429572632386,0.12473460312296675,1032361,335.374451,0.074972,2.468
4698,4698,031150.54+001943.9,47.960609436035156,0.3288860023021698,8.363217693795526,0.11662548269253753,3113869,47.960606,0.328888,0.8398
1621,1621,011246.20-011307.6,18.192501068115234,-1.2187880277633667,9.429580299180213,0.06395552542973937,645458,18.192495,-1.218779,3.5903
8720,8719,233649.53+000502.9,354.2063903808594,0.08414500206708908,8.007505463400395,0.20769573860376012,279259,354.20639,0.084147,1.0161
8706,8705,233612.39-004759.4,354.0516357421875,-0.7998530268669128,8.59988855440065,0.11040078656606396,313252,354.051636,-0.799851,0.9142
8751,8750,233820.86+010628.1,354.5869445800781,1.1078070402145386,8.252823339612046,1.3263226355154858,331507,354.586945,1.107805,2.1395
8228,8227,231503.27-002710.9,348.763671875,-0.4530540108680725,9.182195238484503,0.2889419963983797,514123,348.7636720000001,-0.453053,0.9598
1096,1096,004719.16+002807.6,11.829872131347654,0.4687890112400055,8.485512776588267,0.052049305418163966,249495,11.82987,0.468799,0.5156
5402,5402,033839.04+010249.0,54.66266632080078,1.0469510555267334,9.451072545272263,0.15235859831816326,3801729,54.662666,1.046958,1.2179
8771,8770,233934.42-002932.5,354.8934326171875,-0.4923839867115021,7.888303408408557,0.35142788201238384,390152,354.893433,-0.492383,2.0161
2463,2463,014822.30+000014.9,27.092937469482425,0.004157000221312046,8.668012259496072,0.04777503285709714,1236373,27.09293,0.004159,0.8604
6068,6067,205554.08+004311.4,313.9753723144531,0.7198519706726074,9.021126351394305,0.14119924703459347,3483909,313.975372,0.7198479999999999,1.618
1788,1788,011943.49-010858.5,19.93123435974121,-1.149590015411377,8.086692934291472,0.25160504911827225,644509,19.931232,-1.149584,0.4962
7517,7516,222956.54+003126.3,337.485595703125,0.5239850282669067,8.859282959476358,0.06921717305658283,1078276,337.485596,0.523991,1.3409
6266,6265,211413.53+001645.6,318.5563659667969,0.27935200929641724,8.580473188927037,0.1974814523089596,2901667,318.556366,0.279351,0.8871
6968,6967,220357.86-005655.2,330.9910888671875,-0.9486860036849976,8.778296311048956,0.1596333771179335,1402770,330.991089,-0.948686,1.2271
5261,5261,033338.78-002202.4,53.411598205566406,-0.3673549890518189,8.869660758945084,0.13142116478939286,3731490,53.411594,-0.367347,1.5344
192,192,000910.85+004028.6,2.2952210903167725,0.6746349930763245,8.602006266432968,0.115409608863514,133277,2.29522,0.674633,1.7869
820,820,003613.38-003102.9,9.055768013000488,-0.5174940228462219,9.018641070952754,0.15933956374760708,4025801,9.055767,-0.5174949999999999,1.6379
4836,4836,031732.68-005513.4,49.38617706298828,-0.920412003993988,8.766338729851027,0.16461222081381055,3108591,49.386177,-0.920409,1.5591
7188,7187,221341.48-000645.5,333.4228515625,-0.11265499889850615,8.473109835055702,0.16954838688833945,1442870,333.422852,-0.11265,0.7591
8312,8311,231933.06-003226.6,349.8877868652344,-0.5407379865646362,8.998790270531488,0.0958911831931938,533993,349.887787,-0.5407390000000001,1.5951
4166,4166,024958.84+011338.7,42.49518585205078,1.2274199724197388,9.398291814124107,0.11535070409525552,2576287,42.495186,1.227422,1.1753
2687,2687,015707.23-002637.7,29.28014945983887,-0.4438129961490631,8.968314355888928,0.2656380742331466,1219469,29.280142,-0.443811,0.8889
7865,7864,225252.70+010829.5,343.2196350097656,1.1415480375289917,8.351133981807475,0.02625190967179311,838703,343.219604,1.141549,2.5353
5621,5620,034636.04-001816.0,56.650184631347656,-0.30445200204849243,9.226436127515859,0.04121846045557866,4960186,56.650173,-0.304439,2.3040000000000003
5067,5067,032640.99+005350.0,51.67080688476562,0.8972240090370178,8.621736003164916,0.14073342110938927,3777244,51.670799,0.897233,1.6272
5710,5709,203703.84-003434.4,309.2660217285156,-0.5762400031089783,8.834604041943326,0.4281734471687075,4396126,309.266022,-0.576241,2.0559
2607,2607,015410.38-005210.5,28.543275833129893,-0.8695930242538452,8.922107357336294,0.08680345252642857,1217344,28.543276,-0.869583,1.5299
6324,6323,212221.94+002654.4,320.5914306640625,0.4484649896621704,9.250118785410436,0.062132886952928186,2141124,320.591431,0.448466,1.9906
238,238,001057.59+011011.5,2.739983081817627,1.1698670387268066,9.467762797240287,0.06637702330767345,20766,2.739983,1.169869,3.1064
4015,4015,024455.44-011500.5,41.23102951049805,-1.2501490116119385,9.330735259992842,0.07438478845505875,2539795,41.231022,-1.250143,1.5394
8564,8563,233020.72+001727.6,352.5863342285156,0.29100000858306885,8.019013196732223,0.12574555882264538,383293,352.586334,0.291001,0.7040000000000001
2977,2977,020841.83-011209.3,32.17432403564453,-1.2026000022888184,9.30852074396967,0.2026156839321636,1591716,32.174313,-1.20259,2.0621
4834,4834,031731.98+001010.4,49.383277893066406,0.1695619970560074,9.246206083680422,0.12918567373529635,3140652,49.383278,0.16956300000000002,1.9585
5549,5549,034345.91-004801.4,55.94131851196289,-0.800400972366333,8.879924122753664,0.06812903346516652,4949901,55.941315,-0.800389,0.7461
945,945,004215.53-003455.5,10.564726829528807,-0.5820860266685486,8.461457617007678,0.7767373292359824,193801,10.564725,-0.582088,2.1244
5444,5444,033939.23-000020.1,54.91349411010742,-0.0055889999493956575,8.962940596459559,0.07943557847002047,3805976,54.91349,-0.005588,1.4877
6516,6515,214111.57+010815.2,325.2982177734375,1.1375720500946045,9.623499897311996,0.0541349495873633,1895513,325.298218,1.137572,1.3203
5768,5767,204126.36-004006.9,310.35986328125,-0.6686040163040161,9.347413806588463,0.1558426235092829,3332472,310.359863,-0.668607,1.1919
7246,7245,221652.58+004828.3,334.2190856933594,0.8078749775886536,8.85011629588659,0.3996885452952847,1494050,334.219086,0.807875,1.9974
3552,3552,022721.82+002535.7,36.8409309387207,0.4266059994697571,9.720391465647587,0.16844760282751042,1979696,36.840919,0.426616,2.504
9224,9223,235854.84-000607.8,359.7285461425781,-0.1021689996123314,8.61936683750249,0.2404644104344391,3991996,359.728546,-0.102164,1.3164
3360,3360,022219.63+004424.9,35.58180236816406,0.7402579784393309,9.194618295099897,0.1523666872726111,2008338,35.581802,0.740262,2.5631
7440,7439,222617.14+005420.0,336.5714416503906,0.9055789709091188,8.254667994819089,0.1200464171120618,1136137,336.571442,0.905581,0.7104
2410,2410,014614.43-003451.4,26.560142517089844,-0.5809569954872131,9.455096807006848,0.12124016745589927,1261957,26.560141,-0.580952,2.3552
4507,4507,030315.67-000702.1,45.8153076171875,-0.11725500226020813,8.990553183059706,0.049842093266444516,3042862,45.815304,-0.117256,0.7024
7446,7445,222638.29-000858.8,336.6595764160156,-0.14968399703502655,8.974399248948087,0.185046848446428,1029706,336.659576,-0.14968099999999998,1.078
3982,3982,024356.67+002254.3,40.98616409301758,0.3817580044269562,8.754550307934835,0.2170396714862904,2499036,40.98616,0.381761,1.1298
146,146,000659.29-001740.9,1.7470450401306152,-0.2946960031986237,8.844410282011511,0.07861834819145468,88853,1.747041,-0.294691,2.0159
5638,5637,034745.40-002144.9,56.9391975402832,-0.3624950051307678,9.160279392174305,0.09664212230408722,4995867,56.939198,-0.36249,1.7506
2294,2294,014055.59+003908.5,25.231653213500977,0.6523619890213013,9.460597958234203,0.10507135286659568,1237964,25.231647,0.652361,1.4863
7622,7621,223616.83+004709.3,339.0701599121094,0.7859299778938293,9.17104890717358,0.25702353475862993,1186329,339.07016,0.785933,1.6442
3611,3611,022911.94-004851.5,37.29976272583008,-0.8143069744110107,9.672673066639607,0.22620232954615915,1994798,37.299751,-0.814303,2.4323
1736,1736,011732.69-005801.1,19.386215209960934,-0.96697998046875,8.968808117894806,0.2701886514221643,699896,19.386209,-0.96698,2.5298
7819,7818,224850.43-000802.4,342.21014404296875,-0.1340229958295822,8.799212481693901,0.10527364188174328,829072,342.210144,-0.134018,2.1419
114,114,000530.14-002356.2,1.375599026679993,-0.3989500105381012,8.883995082593621,0.4426392706254313,41036,1.375595,-0.398947,1.0605
8191,8190,231241.77+002450.3,348.174072265625,0.4139829874038696,9.046935326221863,0.2771501127727098,474266,348.174072,0.413983,1.9007
8650,8649,233410.54+011118.7,353.5439453125,1.188547968864441,9.27430034937944,0.05400126333016271,362315,353.543945,1.188553,1.0884
498,498,002235.67-000230.4,5.648651123046875,-0.04177999868988992,8.936809304650774,0.08568975408540977,4039215,5.648653,-0.04178,1.4427
720,720,003231.67-002740.3,8.131970405578612,-0.4612059891223908,9.595415702810747,0.13637110195336996,4125561,8.131971,-0.4612060000000001,2.154
7963,7962,230005.93-002744.8,345.0247497558594,-0.4624600112438202,9.424469558069704,0.15109954734412787,430286,345.02475,-0.46246,1.8226
3089,3089,021251.31+010405.9,33.213802337646484,1.068328022956848,9.130723744171656,0.16483075588819132,1665352,33.213806,1.06833,1.9725
6130,6129,205929.97-000232.4,314.8749084472656,-0.042343001812696464,8.451976757171682,0.14694135504405695,3653928,314.874908,-0.04234,1.9282
6194,6193,210321.26+002223.0,315.838623046875,0.3730579912662506,9.413375237068825,0.08646678415966963,2848179,315.838623,0.373058,1.8936
6129,6128,205929.17+011334.5,314.8715515136719,1.2262539863586426,8.30659397125921,0.2471711587831049,3183999,314.871552,1.226256,0.8825
596,596,002708.24+002609.0,6.784365177154541,0.4358569979667664,8.482282590320064,0.1818411909077114,4095839,6.784364999999998,0.435862,1.9089
8404,8403,232352.94-003942.8,350.9705810546875,-0.6618949770927429,0.0,-1.0,295627,350.970581,-0.661887,3.5876
5169,5169,033040.02+000704.6,52.66675567626953,0.1179559975862503,9.012591552241004,0.04653704265822752,3815509,52.666752,0.117955,1.5098
1647,1647,011350.58+000121.5,18.46075439453125,0.022654000669717792,9.378636970514313,0.2282765449981782,678532,18.460754,0.022655,2.2461
6291,6290,211843.66-002122.0,319.68194580078125,-0.35611799359321594,8.75790052539751,0.11531565994629354,2871631,319.681946,-0.35612,1.3683
8524,8523,232821.40-004045.2,352.0892028808594,-0.6792359948158264,9.26194118099829,0.8076156316228387,360170,352.089203,-0.679235,2.0862
2700,2700,015741.57-010629.6,29.42321586608887,-1.1082429885864258,9.720315968460005,0.01968950300321264,1262284,29.423203000000004,-1.108243,3.5644
6289,6288,211838.12+005640.6,319.6588439941406,0.9446269869804382,8.951600428589323,0.09164832811654727,2911655,319.658844,0.944629,0.3841
1700,1700,011611.94-010224.6,19.04977226257324,-1.0401719808578491,9.048028568850352,0.03361356083351081,631205,19.04977,-1.040168,2.062
8267,8266,231658.64+004028.7,349.2443542480469,0.674659013748169,8.782601662036374,0.22147936989761546,514067,349.244354,0.674665,1.0545
8553,8552,232937.03-011427.6,352.404296875,-1.2410180568695068,8.94985054643933,0.2395221156614112,380171,352.4042970000001,-1.241011,1.1296
5842,5841,204451.26-002202.6,311.2135925292969,-0.3674109876155853,8.144693003680107,0.26396221781398743,3518955,311.213593,-0.367413,0.5525
2942,2942,020721.79+005058.9,31.840824127197266,0.8497170209884644,8.943195224153088,0.1356678461278413,1712620,31.840822,0.849722,1.4401
7290,7289,221910.53+005606.3,334.79388427734375,0.9351000189781188,8.242302000919636,0.12019174198921125,1376099,334.793884,0.935098,1.1946
86,86,000429.47-002142.8,1.1228020191192627,-0.3618899881839752,9.19510203906152,0.21349635594883606,65639,1.122796,-0.361882,0.6143
2308,2308,014125.38-011323.2,25.35578346252441,-1.2231169939041138,8.38069032943118,0.10594141675361593,1275323,25.355776,-1.223114,0.937
2677,2677,015653.16-004623.2,29.22153663635254,-0.7731369733810425,8.445019572786265,0.3382029646251617,1218434,29.221533,-0.7731319999999999,0.6151
6989,6988,220457.25+000411.4,331.2385559082031,0.06984599679708481,9.075319657136946,0.08009612101183998,1519493,331.238556,0.069846,1.2561
6558,6557,214250.92+010839.8,325.7121887207031,1.144415020942688,7.90100203223985,0.17985299742745212,1863935,325.712189,1.144415,0.9031
2594,2594,015348.18+005053.1,28.45076942443848,0.8480960130691528,8.821869906107985,0.0960508695286855,1236687,28.450754,0.848102,1.4169999999999998
4983,4983,032307.22-000235.3,50.78010559082031,-0.043164998292922974,9.524826156672566,0.058390202449972686,3867743,50.780102,-0.043159,1.5914
1029,1029,004454.06-010200.9,11.22526741027832,-1.033599019050598,9.292369146967156,0.11159402741691404,186457,11.225261,-1.0336,1.8633
136,136,000639.16+002820.9,1.663187026977539,0.4724960029125214,9.257306531428608,0.10271760476892608,128761,1.663198,0.472515,2.2015
5793,5792,204234.95-003144.1,310.6456298828125,-0.5289289951324463,9.821769928796448,0.19484075328647632,3260880,310.64563,-0.528929,2.4786
5210,5210,033156.36-000708.5,52.98485565185547,-0.11905299872159958,8.671648468606772,1.0619907341586718,3840689,52.984852,-0.119052,2.3463
9205,9204,235809.66+011003.7,359.5402526855469,1.1676950454711914,8.981075649486671,0.09509441295328162,3910473,359.540253,1.1676879999999998,2.1432
4409,4409,025946.47-011104.4,44.94364929199219,-1.1845810413360596,9.492145265027286,0.10737365688740116,2600684,44.943645,-1.184586,2.512
1200,1200,005204.46+001303.5,13.018610000610352,0.2176399976015091,9.127623992340313,0.09464360943496036,205295,13.018611,0.217644,1.7127
8807,8806,234127.77-003349.6,355.3657531738281,-0.5638039708137512,8.329797942782786,0.15925826686578545,3945107,355.365753,-0.563806,3.0663
6304,6303,211950.93-002805.3,319.96221923828125,-0.4681420028209686,9.021845105275117,0.05222527005062879,3002038,319.962219,-0.468141,1.3271
566,566,002509.66-004031.0,6.2902607917785645,-0.6752790212631226,8.788495205756396,0.07903643328823166,4077969,6.290253,-0.6752739999999999,2.2072
6163,6162,210144.35+005219.7,315.434814453125,0.8721439838409424,9.134711669799348,0.15403350841241675,2803213,315.434814,0.872143,2.1727
3927,3927,024200.25+003450.9,40.50104904174805,0.5808119773864746,9.62420466708103,0.08416388234670133,2542064,40.501041,0.58081,1.7025
8079,8078,230617.03-001429.6,346.57098388671875,-0.2415719926357269,8.660664555274888,0.3352442698932899,515953,346.570984,-0.241563,1.4286
6437,6436,213452.46+004213.7,323.7185974121094,0.7038239836692809,8.57624013952215,0.032927656877276404,2379453,323.7185970000001,0.703824,1.9799
6735,6734,215229.16+001341.8,328.12152099609375,0.2282840013504029,9.291736049034801,0.20704548870994532,1833505,328.121521,0.228282,1.8886
5572,5572,034437.48-005649.9,56.15620803833008,-0.9472190141677856,8.281980173113858,0.3100888528934692,4926411,56.156204,-0.947218,1.133
5538,5538,034317.51-005920.6,55.82299423217773,-0.9890769720077516,8.127205952563843,0.29535454602637434,4956254,55.82299,-0.989075,1.1689
7095,7094,220925.30+001348.8,332.35540771484375,0.2302380055189133,9.349480733260522,0.14008982999222647,1444224,332.355408,0.230238,2.9117
2330,2330,014220.81-005331.1,25.586729049682607,-0.89198899269104,9.437292786559762,0.07220024232308142,1247349,25.586727,-0.891983,1.5641
3515,3515,022638.73-000557.8,36.66140747070313,-0.0994110032916069,8.60634803889992,0.19771462503915474,2130020,36.661407,-0.099406,1.0744
2187,2187,013656.53+000041.6,24.23557090759277,0.011574000120162964,8.849063656127218,0.11541308487004835,892175,24.235563,0.011582,2.08
195,195,000912.69+010919.0,2.302906990051269,1.1552809476852417,9.725291864994855,0.09359527483183536,128895,2.302902,1.155281,2.4708
6733,6732,215215.46+002147.6,328.0644226074219,0.3632479906082153,8.405167624303845,0.06540875791119677,1973080,328.064423,0.363247,0.9512
802,802,003539.93-002713.9,8.916391372680664,-0.4538640081882477,8.847500083220144,0.09481780312067606,4110586,8.91639,-0.453865,1.6217
5397,5397,033834.62-003438.6,54.64427947998047,-0.5774019956588745,9.2882039336074,0.19039640233388905,3860138,54.644279,-0.577401,2.7125
6698,6697,215025.26-010734.9,327.60528564453125,-1.1263630390167236,8.385017039959084,0.11095582905731813,1890099,327.605286,-1.126359,2.1254
2068,2068,013230.87-004652.9,23.12863922119141,-0.7813760042190552,9.554470204074068,0.2314522565758168,972830,23.128632,-0.7813720000000001,1.8877
4896,4896,032017.26-010137.3,50.07192611694336,-1.0270529985427856,9.38672908534996,0.15900673605667187,3735347,50.071918,-1.0270629999999998,2.514
8985,8984,234924.10-003003.4,357.3504333496094,-0.5009589791297913,8.411529365289223,0.32758217230943915,3904818,357.350433,-0.500959,1.1045
644,644,002928.38+005057.1,7.368275165557861,0.8491950035095215,7.660132571285873,1.1964999162182437,4139919,7.3682690000000015,0.849197,2.0544
8672,8671,233456.00+003359.6,353.7333679199219,0.5665640234947205,9.067323567028904,0.2825079982484857,302142,353.7333680000001,0.5665680000000001,1.7642
7213,7212,221439.31+003714.6,333.6637878417969,0.620727002620697,9.182496361217384,0.11565313087598968,1537355,333.663788,0.620727,1.482
120,120,000541.88-010411.0,1.4245359897613523,-1.0697469711303709,9.238063681742815,0.09543840209368114,81005,1.424531,-1.069741,2.1178
2981,2981,020849.90+003546.5,32.207958221435554,0.5962650179862976,8.954933073607602,0.1007031963829051,1714953,32.207954,0.59627,2.6527
3074,3074,021225.56+010056.1,33.106529235839844,1.0155839920043943,8.70063980518611,0.11919551105992587,1678608,33.106528999999995,1.015587,0.5129
8252,8251,231623.34+002412.8,349.0972900390625,0.40356099605560297,9.318903299659217,0.1655048156538647,492383,349.09729,0.403562,2.2246
3278,3278,021936.98+010842.0,34.90409469604492,1.1450250148773191,8.083974416536298,0.2519269994228075,1667394,34.904095,1.145026,0.9001
2135,2135,013445.43+003834.1,23.689308166503906,0.6428329944610596,8.790231087238066,0.13861657126503946,926147,23.689306,0.642833,1.3881
7161,7160,221242.47-004114.9,333.177001953125,-0.6874859929084778,8.945126116036505,0.07011125363368495,1528236,333.177002,-0.687489,2.5224
134,134,000632.30+000707.3,1.6346230506896973,0.11871399730443954,8.609385099415016,0.13243234344220506,75987,1.634621,0.118719,0.9171
6560,6559,214257.28+011024.0,325.7386779785156,1.1733490228652954,8.952750508797816,0.11706223970517016,1806860,325.738678,1.173349,1.724
8919,8918,234621.72-003248.6,356.59051513671875,-0.5468379855155945,9.097053557166364,0.1252608290171323,3954175,356.590515,-0.546836,1.2051
2559,2559,015245.80+011104.6,28.19086265563965,1.1846330165863037,9.445907244323706,0.10903887744752308,1246069,28.190859000000003,1.184634,1.6634
62,62,000248.92+005648.2,0.7038630247116089,0.946745991706848,9.232283759389722,0.2390506035213903,106772,0.703861,0.946744,1.2936
1358,1358,005908.85-001602.6,14.786907196044922,-0.2674010097980499,8.410573703695688,0.0989196228976309,266265,14.786909,-0.267398,1.1032
6896,6895,220049.16+001942.9,330.2048645019531,0.3285839855670929,9.077293374660062,0.08879547021599904,1402057,330.204865,0.328584,1.4573
2467,2467,014840.03-010944.0,27.16682434082031,-1.162227988243103,9.057585559027142,0.17904218603144975,1329319,27.166815000000003,-1.162228,2.7211
679,679,003048.13+002746.4,7.700541973114014,0.462893009185791,9.444306555332995,0.1888307485618763,4136916,7.700532000000001,0.462892,1.726
5761,5760,204053.38+004042.1,310.222412109375,0.6783720254898071,7.816607224355581,0.4596717440518204,3174494,310.222412,0.678372,0.5016
741,741,003310.35+005202.9,8.293137550354004,0.8675000071525574,8.530312563451464,0.1389243367688338,4009911,8.293134,0.8675,0.8625
5716,5715,203728.29+002312.6,309.367919921875,0.3868550062179565,9.069876232089012,0.17652175347398286,4573801,309.36792,0.386853,2.075
3641,3641,023042.08-003135.6,37.67535018920898,-0.5265769958496094,7.539971041217577,0.9372903589539768,2116070,37.67535,-0.526575,1.0183
7094,7093,220921.03-005919.3,332.3376159667969,-0.9887120127677916,8.82061497332409,0.052383651833842505,1413435,332.337616,-0.988711,1.3361
6900,6899,220058.09-001412.7,330.2420654296875,-0.2368790060281753,8.928165143266344,0.0834517489819557,1448946,330.242065,-0.23688,0.7602
3258,3258,021849.07-001440.8,34.70447158813477,-0.24467599391937256,8.582152582200196,0.12854401054996653,1727669,34.704464,-0.244671,1.3134
4663,4663,031036.84+005521.7,47.653541564941406,0.922698974609375,9.901166814093939,0.4537250658040039,3087653,47.653538,0.922704,3.7819
1873,1873,012331.05+011314.7,20.87939643859864,1.2207609415054321,8.901162527506871,0.06394291814924842,930527,20.879393,1.22076,1.5554
5405,5405,033842.62+002128.4,54.6776008605957,0.3578999936580658,8.160376648726855,0.8326192762477634,3798525,54.677597,0.357899,2.2364
2596,2596,015354.99+001011.0,28.47915267944336,0.169732004404068,8.645477159681914,0.06390312571574479,1295574,28.479151,0.169742,0.7366
1717,1717,011647.64+011449.1,19.198528289794922,1.2469860315322876,8.812827743586784,0.06968854981059977,583821,19.198528,1.246985,1.9692
2912,2912,020558.08-005835.1,31.49202537536621,-0.9764410257339478,7.863342443873298,0.7837924125623537,1720510,31.492016,-0.976442,1.1255
2843,2843,020310.10+011327.8,30.7921085357666,1.224414944648743,9.21932181357804,0.13643630419386948,1594130,30.792109000000004,1.224418,1.6745
4027,4027,024517.11+011408.5,41.32129669189453,1.2357079982757568,9.118337614934397,0.09971888176521584,2474924,41.321285,1.235712,1.4431
7782,7781,224618.11-001926.5,341.57550048828125,-0.3240320086479187,9.078936340961523,0.09132481994732948,717147,341.5755,-0.32402600000000004,1.7851
6823,6822,215711.85-003426.2,329.29937744140625,-0.5739480257034302,8.640117976885417,0.1630684764227796,1936593,329.299377,-0.573947,0.906
6909,6908,220123.57+001144.6,330.34820556640625,0.1957339942455292,9.135792259839397,0.07265164907174895,1493749,330.348206,0.195734,1.9063
489,489,002152.18-010120.8,5.467451095581055,-1.022469997406006,8.43393990962648,0.1647191405973375,4039273,5.4674510000000005,-1.022468,1.4491
493,493,002209.95+001629.3,5.5414772033691415,0.2748109996318817,8.192354785660303,0.191810952842416,4069679,5.54147,0.27481300000000003,0.5748
690,690,003120.59+000042.2,7.835809230804442,0.011726999655365944,8.672071802237296,0.136573236459154,4041791,7.835803999999999,0.011728,1.7177
3821,3821,023806.55+011103.7,39.52732467651367,1.1843639612197876,8.884129015874061,0.07226496653601552,2081482,39.527325,1.184365,1.3112
602,602,002740.38+010608.6,6.918271064758301,1.1024119853973389,9.196957036976007,0.16919355115996842,4077277,6.918266,1.102416,1.5062
1911,1911,012538.94-003720.0,21.41228485107422,-0.6222450137138367,8.793982488802369,0.16828251187512694,901791,21.412277,-0.6222439999999999,0.6067
7142,7141,221154.19+001238.8,332.9757995605469,0.21078400313854212,9.145976768846447,0.08764472811669309,1551602,332.9758,0.210783,1.2584
8906,8905,234543.34+005352.8,356.4305725097656,0.8980029821395874,8.665514238049775,0.5945859993630616,3988193,356.430573,0.8980049999999999,1.5288
7359,7358,222207.63+010126.9,335.5318298339844,1.0241409540176392,8.218200949568434,0.16285534597534676,1037663,335.53183,1.024143,0.6812
4881,4881,031937.02+002947.8,49.90427017211914,0.4966380000114441,9.421878352237536,0.1445101867843231,3156606,49.904266,0.496642,2.6652
3757,3757,023508.30-002545.0,38.78460693359375,-0.4291700124740601,8.18614682645609,0.6955161652805907,1987397,38.784603,-0.429169,1.0008
2366,2366,014401.21+002256.6,26.005056381225586,0.38240700960159296,8.936797224608151,0.12977953465576011,1348102,26.005054,0.382407,1.0937
4370,4370,025809.96+010625.7,44.54153060913086,1.1071460247039795,7.76198305979638,0.6229523319873821,2563043,44.541527,1.107148,0.8053
5839,5838,204444.53+000243.4,311.185546875,0.045398999005556114,8.366135702779365,0.09816462676316162,3466218,311.1855470000001,0.045398,2.2068
5950,5949,205010.90+004334.1,312.54541015625,0.7261450290679932,9.021411895738165,0.20628567733522965,3388556,312.5454410000001,0.726146,0.9359
