my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
8547,7818-56989-0941 ,56989,22.621476,0.96555793,9.072404034,1.2933189,0.385719271,-24.047932,56989,21.55578,21.15344,20.75624,20.68068,20.00601,0.40234,0.3972,0.07556,0.67467,-1.54977
21982,0683-52524-0483 ,52524,356.41157,0.28294659,9.065696888,1.6638,0.178036953,-25.604147,57664,19.8361,19.71223,19.72846,19.4997,19.49849,0.12387,-0.01623,0.22876,0.00121,-0.33761
1983,7868-57006-0118 ,57006,9.6831998,-0.024966911,7.975926933,0.8603485,0.134957395,-23.56378,57006,20.54276,20.30393,20.19176,20.27927,20.05063,0.23883,0.11217,-0.08751,0.22864,-0.49213
28315,0676-52178-0078 ,52178,344.09509,-0.30275993,8.533709856,1.0482,0.098817914,-24.306242,57682,20.22583,20.12587,19.83703,19.89761,20.00787,0.09996,0.28884,-0.06058,-0.11026,-0.21796
16224,6781-56274-0154 ,56274,39.398794,-0.285182,8.825090254,3.428,0.069436173,-27.124092,56274,22.27342,20.75572,20.08337,19.92778,19.78116,1.5177,0.67235,0.15559,0.14662,-2.49226
8935,7874-57279-0065 ,57279,17.505413,-0.33009288,9.207824927,1.8974181,0.370812696,-24.382395,57279,22.14775,22.03534,21.81052,21.34611,21.33949,0.11241,0.22482,0.46441,0.00662,-0.80826
17251,4217-55478-0575 ,55478,0.98015699,0.204601,7.665752672,0.989,0.410312922,-24.06535,55478,20.60243,20.46609,20.18836,20.11224,20.03933,0.13634,0.27773,0.07612,0.07291,-0.5631
23629,0683-52524-0526 ,52524,356.72296,0.76513731,8.957371871,0.9944,0.122774911,-24.264723,52524,20.20831,20.06738,19.8498,19.92881,19.89364,0.14093,0.21758,-0.07901,0.03517,-0.31467
27141,0673-52162-0167 ,52162,337.23932,-0.31899635,8.900881769,1.7127,0.166461553,-25.717381,57687,19.95316,19.71469,19.61139,19.33669,19.3383,0.23847,0.1033,0.2747,-0.00161,-0.61486
25736,0983-52443-0450 ,52443,313.47815,1.1329566,8.752241817,0.9998,0.06564532,-24.970821,52443,19.44563,19.41064,19.18312,19.21202,19.08831,0.03499,0.22752,-0.0289,0.12371,-0.35732
12968,7871-56902-0785 ,56902,13.03939,-0.22148945,9.363830554,1.8151314,0.195444638,-25.21571,56902,20.63311,20.56355,20.59053,20.34616,20.35351,0.06956,-0.02698,0.24437,-0.00735,-0.2796
25724,1115-52914-0459 ,52914,313.44973,0.9979185,9.769140497,2.1505,0.235037766,-26.306969,52914,20.10016,19.69144,19.49641,19.43484,19.25961,0.40872,0.19503,0.06157,0.17523,-0.84055
19844,4203-55447-0622 ,55447,337.64066,-0.071481585,8.874068685,2.127,0.082085601,-24.963781,55447,21.26941,21.01068,20.94011,20.87074,20.6266,0.25873,0.07057,0.06937,0.24414,-0.64281
1621,6781-56274-0529 ,56274,37.99802,0.3287021,9.194981754,1.472,0.031650635,-25.70981,56274,19.59415,19.48941,19.36888,19.22092,19.31994,0.10474,0.12053,0.14796,-0.09902,-0.27421
18910,0413-51929-0143 ,51929,50.074438,0.11324447,8.733024388,0.8813,0.094508078,-24.663483,51929,19.36978,19.1564,18.99855,19.01852,18.92461,0.21338,0.15785,-0.01997,0.09391,-0.44517
10658,7862-56984-0924 ,56984,2.6692372,0.53456668,9.017837012,1.4,0.63550295,-23.307323,56984,21.97009,22.12028,21.88064,21.8466,21.86843,-0.15019,0.23964,0.03404,-0.02183,-0.10166
17621,0398-51789-0110 ,51789,19.958643,-0.19415598,8.616239973,1.4963,0.334346751,-26.846342,57727,19.82719,18.92621,18.39994,18.13609,18.07425,0.90098,0.52627,0.26385,0.06184,-1.75294
21265,4212-55447-0498 ,55447,352.28413,-0.12959549,8.557702965,2.668,0.26228916,-24.893118,55447,22.44553,21.48944,21.31613,21.38073,21.09332,0.95609,0.17331,-0.0646,0.28741,-1.35221
24335,4215-55471-0900 ,55471,359.16717,0.10947757,8.206602131,2.325,0.172749963,-24.401194,57666,22.12052,21.58532,21.63658,21.64849,20.88521,0.5352,-0.05126,-0.01191,0.76328,-1.23531
15712,7336-56656-0323 ,56656,39.336953,-1.221714,8.686380871,0.892,0.180777196,-22.459745,56656,23.93035,22.53286,21.76074,21.29055,20.71877,1.39749,0.77212,0.47019,0.57178,-3.21158
25129,1116-52932-0048 ,52932,312.31147,-1.163379,9.232875022,2.1759,0.124171904,-26.056564,52932,20.12923,19.8107,19.73033,19.76151,19.53713,0.31853,0.08037,-0.03118,0.22438,-0.5921
15495,7872-57279-0171 ,57279,14.062886,-0.58043351,8.763299754,1.795436,0.216914186,-25.075022,57279,20.90645,20.73385,20.56953,20.25341,20.15319,0.1726,0.16432,0.31612,0.10022,-0.75326
11919,7840-57003-0861 ,57003,29.039464,1.0882023,8.526158792,2.0899067,0.10360515,-24.440035,57003,21.50423,21.41799,21.48696,21.41475,21.11283,0.08624,-0.06897,0.07221,0.30192,-0.3914
5468,0697-52226-0411 ,52226,22.431281,0.88086355,8.26999016,0.6405,0.209082127,-23.438337,52226,20.40102,20.01245,20.02455,19.81479,19.73437,0.38857,-0.0121,0.20976,0.08042,-0.66665
4144,1084-52591-0177 ,52591,12.580143,0.013909066,8.038842682,2.0364,0.168795221,-25.96084,58096,20.07106,20.16796,20.21297,19.9101,19.81492,-0.0969,-0.04501,0.30287,0.09518,-0.25614
6630,7847-57012-0288 ,57012,23.537428,-0.83906791,8.359456009,1.365,0.516160226,-23.629667,57012,21.95566,21.72383,21.36461,21.21392,21.14205,0.23183,0.35922,0.15069,0.07187,-0.81361
11351,7834-56979-0076 ,56979,33.74078,-0.37431882,8.152162412,2.1430035,0.32891776,-24.725544,56979,22.5807,22.23599,21.67028,21.38297,20.9391,0.34471,0.56571,0.28731,0.44387,-1.6416
26050,4211-55446-0498 ,55446,350.30922,-0.3862315,8.570155818,2.521,0.453665645,-25.293421,55444,21.6269,21.181,21.05442,21.0621,20.99833,0.4459,0.12658,-0.00768,0.06377,-0.62857
2421,6780-56577-0964 ,56577,38.056933,0.76663251,8.059163378,1.006,0.212718164,-23.218269,56238,21.51342,21.27957,20.99105,21.03794,20.94693,0.23385,0.28852,-0.04689,0.09101,-0.56649
9576,7840-57003-0145 ,57003,28.916055,-0.24615632,8.915931217,3.4194856,0.22459758,-25.703959,57003,24.00371,22.3127,21.66989,21.51847,21.35657,1.69101,0.64281,0.15142,0.1619,-2.64714
12368,7822-57041-0102 ,57041,42.636168,-0.76915865,8.323019315,1.5692198,0.952637469,-23.3468,57041,22.84534,22.12976,21.877,21.68611,21.61356,0.71558,0.25276,0.19089,0.07255,-1.23178
22456,4203-55447-0278 ,55447,338.08811,-0.10473893,8.394443798,0.839,0.037608566,-23.309822,55447,20.73686,20.47438,20.38523,20.36513,20.10384,0.26248,0.08915,0.0201,0.26129,-0.63302
16451,7866-57002-0760 ,57002,6.8068222,0.67456156,7.978026316,1.142707,0.571743942,-23.105839,57002,21.77379,21.68106,21.31114,21.26156,21.43067,0.09273,0.36992,0.04958,-0.16911,-0.34312
4174,0689-52262-0529 ,52262,7.9705975,1.1955232,8.120166904,2.1189,0.084982989,-26.667639,52262,20.07513,19.80636,19.49425,19.24675,18.98186,0.26877,0.31211,0.2475,0.26489,-1.09327
21173,4206-55471-0672 ,55471,342.89965,0.91372902,8.649394777,1.903,0.025904962,-25.692112,55471,20.02763,20.00141,20.08638,19.7633,19.74208,0.02622,-0.08497,0.32308,0.02122,-0.28555
13829,7872-57279-0062 ,57279,14.885115,0.077638237,8.90168954,1.8205854,0.360198148,-24.460741,57279,21.35039,21.39215,21.34661,21.02131,21.01101,-0.04176,0.04554,0.3253,0.0103,-0.33938
23450,5144-55829-0123 ,55829,324.37419,0.53109708,9.40889667,3.59,0.207161871,-26.203363,55829,24.92195,22.04959,21.01954,20.70638,20.73412,2.87236,1.03005,0.31316,-0.02774,-4.18783
8039,0705-52200-0323 ,52200,36.956785,1.15433,8.543743072,1.1567,0.110163184,-24.769901,56544,20.07363,19.92557,19.66254,19.69087,19.71792,0.14806,0.26303,-0.02833,-0.02705,-0.35571
12849,7833-57286-0174 ,57286,32.306205,1.0940597,8.515523489,1.7495079,0.279146795,-24.191471,57286,21.24153,21.23632,21.24646,20.85965,20.85967,0.00521,-0.01014,0.38681,-2.00E-05,-0.38186
9778,7876-57002-0589 ,57002,18.576688,0.92259105,8.399354869,1.6505058,0.191267767,-24.649099,57002,20.76973,20.55863,20.61407,20.48369,20.5616,0.2111,-0.05544,0.13038,-0.07791,-0.20813
7764,4239-55458-0673 ,55458,38.545739,0.97466799,8.715238406,1.467,0.261384275,-25.158829,55458,20.68147,20.43851,20.22876,20.0103,19.97962,0.24296,0.20975,0.21846,0.03068,-0.70185
11078,7820-56984-0108 ,56984,44.548886,-0.46077014,8.582116219,1.3001324,0.066151282,-23.757999,56984,20.90373,20.90822,20.69244,20.71352,20.76395,-0.00449,0.21578,-0.02108,-0.05043,-0.13978
26614,4213-55449-0874 ,55449,355.64865,1.0576291,8.597858696,2.645,0.080628809,-25.52404,55449,22.05128,21.41847,21.30293,21.40098,21.28467,0.63281,0.11554,-0.09805,0.11631,-0.76661
4120,7856-57260-0164 ,57260,10.69319,0.5794389,8.892403494,1.5691851,0.073124542,-24.698347,57260,21.17143,20.80243,20.66997,20.49675,20.72239,0.369,0.13246,0.17322,-0.22564,-0.44904
8342,7819-57280-0105 ,57280,44.195705,1.230354,8.018582915,0.176571,0.056944425,-22.711771,58056,18.31984,17.98453,17.48568,17.02375,17.03214,0.33531,0.49885,0.46193,-0.00839,-1.2877
12712,7870-57016-0352 ,57016,11.120873,-0.36186358,8.431255743,1.9373425,0.122921082,-25.262674,57016,21.23386,20.9828,20.82666,20.59245,20.55758,0.25106,0.15614,0.23421,0.03487,-0.67628
1203,4216-55477-0280 ,55477,0.1110695,-0.19656168,7.635551639,2.314,0.06672264,-24.106541,55477,22.67469,22.12064,22.45744,22.29377,21.89566,0.55405,-0.3368,0.16367,0.39811,-0.77903
5637,7837-56987-0524 ,56987,29.70965,0.13923244,8.840302778,1.2483042,0.111074743,-23.475853,56987,21.3492,21.47977,20.90743,21.16959,21.06409,-0.13057,0.57234,-0.26216,0.1055,-0.28511
24247,4200-55499-0136 ,55499,333.74887,-0.20954843,7.945275697,0.92,0.332596994,-23.202456,55499,21.90308,21.53498,21.1347,20.82779,20.42434,0.3681,0.40028,0.30691,0.40345,-1.47874
27990,1092-52639-0462 ,52639,357.30082,0.28240004,8.725364728,1.4636,0.084025872,-24.902058,52639,20.44281,20.36227,20.1213,19.95634,20.05146,0.08054,0.24097,0.16496,-0.09512,-0.39135
1338,0690-52261-0166 ,52261,9.648069,-0.51610525,8.548574292,0.6557,0.111909035,-23.803972,55186,20.12685,19.74907,19.74597,19.62846,19.55748,0.37778,0.0031,0.11751,0.07098,-0.56937
20632,5145-55835-0051 ,55835,326.53958,0.48431141,8.317927387,1.214,0.141945935,-24.592875,55835,19.96763,20.02668,20.02276,20.09635,20.1612,-0.05905,0.00392,-0.07359,-0.06485,0.19357
1728,3650-55244-0706 ,55244,39.86279,1.008118,9.417407779,1.308,0.031476779,-26.572227,55455,18.01022,17.98795,17.79617,17.84589,17.92763,0.02227,0.19178,-0.04972,-0.08174,-0.08259
5022,7821-57279-0042 ,57279,41.912885,0.98330856,8.778169617,1.5340134,0.142410918,-23.935066,57279,21.57039,21.35415,21.22293,20.9975,21.1923,0.21624,0.13122,0.22543,-0.1948,-0.37809
1847,7859-57282-0046 ,57282,18.130924,1.0401587,8.119908278,1.625,0.324382346,-24.177307,57282,21.97655,21.55237,21.33843,21.09248,21.06017,0.42418,0.21394,0.24595,0.03231,-0.91638
2044,7874-57279-0163 ,57279,17.125568,-1.1712548,8.336133805,1.3679702,0.158172244,-23.590342,57279,21.32789,21.39675,21.16964,21.20029,21.31044,-0.06886,0.22711,-0.03065,-0.11015,-0.01745
24230,4204-55470-0930 ,55470,340.79541,0.37371578,9.154030263,2.356,0.054178246,-25.311569,55470,21.65382,20.78749,20.70402,20.6225,20.37024,0.86633,0.08347,0.08152,0.25226,-1.28358
12928,7838-56958-0861 ,56958,32.309688,-0.86036843,8.605710832,1.8873492,0.270200815,-23.536373,56958,22.06446,21.97088,22.28629,21.71169,21.80159,0.09358,-0.31541,0.5746,-0.0899,-0.26287
7153,4216-55477-0830 ,55477,0.43307921,0.97543981,8.389592696,1.544,0.225331854,-24.210184,55477,21.70655,21.31241,21.01436,20.67835,20.61669,0.39414,0.29805,0.33601,0.06166,-1.08986
2077,6781-56599-0052 ,56599,39.901008,-1.176509,8.442290813,1.545,0.512733698,-24.394064,56599,21.42643,21.19502,20.94183,20.65964,20.62534,0.23141,0.25319,0.28219,0.0343,-0.80109
9531,4228-55484-0610 ,55484,19.566333,0.44352846,7.917060572,0.866,0.195494285,-22.626759,55484,22.17862,21.41615,21.33889,21.29253,20.99883,0.76247,0.07726,0.04636,0.2937,-1.17979
23224,0375-52140-0266 ,52140,335.13429,-0.53254148,9.062422917,1.4581,0.059017795,-26.229296,58038,19.48207,19.07341,18.70538,18.50618,18.48449,0.40866,0.36803,0.1992,0.02169,-0.99758
7768,6780-56267-0722 ,56267,36.928464,0.66749699,8.655335943,1.899,0.109736727,-26.122673,56267,19.60888,19.78434,19.81641,19.48079,19.44317,-0.17546,-0.03207,0.33562,0.03762,-0.16571
24149,1117-52885-0524 ,52885,310.32423,1.1344863,8.675846809,1.4399,0.115395328,-24.868057,52885,20.62231,20.53435,20.17788,19.97244,19.92244,0.08796,0.35647,0.20544,0.05,-0.69987
7260,7834-56979-0522 ,56979,31.940173,0.02581652,7.626254725,0.6514827,0.152320981,-22.087862,56979,21.75745,21.34363,21.28369,20.99561,20.90048,0.41382,0.05994,0.28808,0.09513,-0.85697
7618,7874-57279-0326 ,57279,16.436378,-0.37731553,8.497382062,1.3425905,0.063143904,-23.157856,57279,21.77985,21.92632,21.45691,21.63702,21.80546,-0.14647,0.46941,-0.18011,-0.16844,0.02561
19433,1518-52937-0282 ,52937,54.674747,-0.945084,8.673796913,1.2345,0.205572909,-23.831949,52937,20.6725,20.87119,20.47019,20.4789,20.63535,-0.19869,0.401,-0.00871,-0.15645,-0.03715
5325,6780-56577-0358 ,56577,36.669703,-0.060427999,8.125317772,0.96,0.117222999,-22.609144,56577,21.99492,21.68052,21.36449,21.34929,21.12446,0.3144,0.31603,0.0152,0.22483,-0.87046
25831,0378-52146-0066 ,52146,342.26384,-0.4926053,7.621019292,0.4384,0.153475001,-23.347105,52146,19.35209,19.08126,19.01984,18.90789,18.78849,0.27083,0.06142,0.11195,0.1194,-0.5636
6322,4218-55479-0246 ,55479,3.3994556,-1.045899,8.940597247,2.181,0.063337637,-24.208527,55479,21.38241,21.0486,21.23341,21.18167,20.86814,0.33381,-0.18481,0.05174,0.31353,-0.51427
19274,2069-53376-0144 ,53376,53.298124,-0.628265,9.029028074,1.5059,0.074790574,-25.614307,53376,20.63398,20.06395,19.56602,19.18419,19.06832,0.57003,0.49793,0.38183,0.11587,-1.56566
13929,4230-55483-0994 ,55483,25.000237,0.38642937,8.952046772,2.668,0.179809169,-25.54845,56902,21.98974,21.23956,20.9109,20.97877,21.02458,0.75018,0.32866,-0.06787,-0.04581,-0.96516
5257,8788-57360-0705 ,57360,15.3485,1.0126114,7.768642902,0.2749063,0.102392383,-21.914175,57360,20.60498,20.2377,19.6193,19.26852,18.75336,0.36728,0.6184,0.35078,0.51516,-1.85162
15577,7818-56989-0871 ,56989,21.972981,0.92282999,8.610652542,2.8958068,0.438293611,-24.656557,56989,23.51257,22.18519,21.9567,22.00882,21.99231,1.32738,0.22849,-0.05212,0.01651,-1.52026
22736,4204-55470-0149 ,55470,340.58607,-0.004886817,8.390644114,2.463,0.073111203,-24.579884,55470,22.31251,21.68605,21.60013,21.94279,21.50824,0.62646,0.08592,-0.34266,0.43455,-0.80427
23251,0682-52525-0435 ,52525,353.85689,0.53669827,9.188116539,1.6067,0.084950257,-25.837284,52525,19.53162,19.3183,19.35272,19.17166,19.28769,0.21332,-0.03442,0.18106,-0.11603,-0.24393
22293,7850-56956-0628 ,56956,359.71818,-0.48259704,9.017624435,1.9654979,0.314731548,-23.884874,56956,22.50764,22.27531,22.03943,21.81874,21.56889,0.23233,0.23588,0.22069,0.24985,-0.93875
14462,4234-55478-0320 ,55478,30.196491,-0.078659671,8.540719994,2.44,0.260258636,-25.571644,55478,21.41352,20.73862,20.70449,20.75039,20.48816,0.6749,0.03413,-0.0459,0.26223,-0.92536
11918,7866-57002-0923 ,57002,7.4714901,0.59550503,8.150819992,2.2046304,0.14112563,-24.435194,57002,21.90064,21.55512,21.54353,21.49127,21.37304,0.34552,0.01159,0.05226,0.11823,-0.5276
13715,6781-56575-0767 ,56575,39.118752,1.2162973,7.932184915,1.909,0.133467989,-26.142427,56575,21.42667,20.61045,19.9372,19.36719,19.15079,0.81622,0.67325,0.57001,0.2164,-2.27588
9646,0406-51869-0438 ,51869,35.367759,0.3489398,9.294964671,2.038,0.055869061,-26.753244,51869,19.08844,19.06084,19.05496,19.00938,18.94388,0.0276,0.00588,0.04558,0.0655,-0.14456
23934,4210-55444-0248 ,55444,350.01961,-1.1420673,8.512625487,0.835,0.255264784,-23.250916,55444,21.0112,20.63749,20.52569,20.57514,20.35373,0.37371,0.1118,-0.04945,0.22141,-0.65747
842,6781-56274-0549 ,56274,37.935013,0.87392322,7.653170984,1.616,0.753365405,-24.651867,56274,20.64561,20.44294,20.52551,20.36558,20.38663,0.20267,-0.08257,0.15993,-0.02105,-0.25898
23616,4385-55752-0823 ,55752,324.47763,-1.1158951,8.761948458,1.564,0.158968034,-24.495966,55752,21.42938,20.93488,20.7045,20.35864,20.31165,0.4945,0.23038,0.34586,0.04699,-1.11773
7433,7820-56984-0633 ,56984,44.088753,0.60994114,8.309758147,1.256262,0.301409477,-23.394482,56984,21.58624,21.55851,21.32914,21.28484,21.29898,0.02773,0.22937,0.0443,-0.01414,-0.28726
18792,0399-51817-0419 ,51817,21.060403,1.1875279,8.976367226,1.5623,0.150196199,-26.860117,58101,18.53987,18.354,18.29356,18.10667,18.11702,0.18587,0.06044,0.18689,-0.01035,-0.42285
15885,7822-57041-0068 ,57041,43.006671,-0.58766588,8.996360135,2.5143754,0.733555563,-25.865553,57041,22.85014,21.95189,21.67103,21.51837,21.21029,0.89825,0.28086,0.15266,0.30808,-1.63985
27073,0385-51877-0100 ,51877,355.71822,-0.65430276,8.220788303,0.4041,0.085595294,-23.426815,57686,19.52242,19.14255,18.9565,18.7435,18.35337,0.37987,0.18605,0.213,0.39013,-1.16905
11806,8793-57391-0604 ,57391,25.921173,0.43678015,8.253837112,1.6832533,0.612471397,-23.145424,57391,22.78905,22.86662,23.15043,22.24315,21.9111,-0.07757,-0.28381,0.90728,0.33205,-0.87795
23552,0382-51816-0007 ,51816,349.97118,-1.0275424,8.492928806,1.1533,0.258152749,-24.351728,51816,20.33249,20.25624,20.02449,19.97542,19.981,0.07625,0.23175,0.04907,-0.00558,-0.35149
5570,4222-55444-0358 ,55444,9.8680574,-0.02695704,8.342643155,2.478,0.075914196,-25.800638,55444,21.07677,20.52333,20.55281,20.6055,20.33315,0.55344,-0.02948,-0.05269,0.27235,-0.74362
1927,4224-55481-0714 ,55481,13.4437,0.89544195,9.105510468,2.326,0.152789877,-26.452599,55481,20.64461,20.04273,19.77547,19.72917,19.5084,0.60188,0.26726,0.0463,0.22077,-1.13621
22890,5142-55825-0374 ,55825,319.82988,0.48221894,9.173835122,1.929,0.141000886,-24.615181,55825,21.27521,21.18195,21.14154,20.92139,20.86393,0.09326,0.04041,0.22015,0.05746,-0.41128
13169,4242-55476-0466 ,55476,42.722226,-0.66798514,8.737144474,1.574,0.246767431,-23.681658,55450,22.27484,21.82471,21.70076,21.32209,21.22748,0.45013,0.12395,0.37867,0.09461,-1.04736
14219,4234-55478-0923 ,55478,31.235458,0.58823,8.293651007,2.765,0.104311125,-25.047075,55478,22.62326,21.39954,21.34606,21.45344,21.18225,1.22372,0.05348,-0.10738,0.27119,-1.44101
1383,7841-56960-0746 ,56960,29.475734,-1.1744748,9.101396661,1.6455137,0.067192482,-24.629906,56960,21.34925,21.03581,20.85716,20.54692,20.66712,0.31344,0.17865,0.31024,-0.1202,-0.68213
28343,0383-51818-0273 ,51818,350.75462,-0.26433964,9.12169732,1.5768,0.08892395,-26.069796,58043,19.45711,19.2423,19.1553,18.9592,19.09351,0.21481,0.087,0.1961,-0.13431,-0.3636
24738,1107-52968-0028 ,52968,329.32318,-0.28252917,9.021394871,1.0279,0.303536913,-24.622961,52968,19.8519,19.72482,19.49932,19.642,19.58087,0.12708,0.2255,-0.14268,0.06113,-0.27103
2357,4216-55477-0274 ,55477,0.1744947,-0.20201829,9.455205231,3.066,0.176565212,-27.438187,55477,20.90602,19.50636,19.41655,19.30069,19.20277,1.39966,0.08981,0.11586,0.09792,-1.70325
26369,0682-52525-0074 ,52525,355.61412,-0.023679005,7.91959474,0.8626,0.262874781,-24.647766,57686,19.78612,19.6284,19.46288,19.47176,19.284,0.15772,0.16552,-0.00888,0.18776,-0.50212
3372,6781-56274-0964 ,56274,40.035059,0.54993729,9.121682431,1.866,0.040594227,-26.174721,56274,19.86608,19.65987,19.537,19.23492,19.20236,0.20621,0.12287,0.30208,0.03256,-0.66372
12068,7830-57043-0376 ,57043,33.805711,1.0057241,8.120844323,1.4851695,0.383871413,-23.348927,57043,21.7223,21.65465,21.47256,21.22379,21.1397,0.06765,0.18209,0.24877,0.08409,-0.5826
11454,4228-55484-0201 ,55484,20.65244,-1.1075834,8.312291386,0.959,0.232911171,-22.379417,55484,21.89861,21.79478,21.57221,21.55781,21.43356,0.10383,0.22257,0.0144,0.12425,-0.46505
12699,4220-55447-0098 ,55447,7.504795,-1.1467452,8.895383487,2.458,0.056647177,-26.265448,55447,20.78273,20.32482,20.13569,20.11446,19.86836,0.45791,0.18913,0.02123,0.2461,-0.91437
1968,7824-57282-0052 ,57282,39.888635,1.2285286,10.20969348,1.726,0.283410655,-23.002533,57282,22.20251,22.06583,22.13786,21.73575,21.64255,0.13668,-0.07203,0.40211,0.0932,-0.55996
5007,7847-57012-0922 ,57012,24.48349,0.57852686,8.514486765,1.678094,0.180673058,-24.100315,57012,22.37454,21.86159,21.71055,21.30137,21.08511,0.51295,0.15104,0.40918,0.21626,-1.28943
23595,4195-55452-0660 ,55452,324.47227,0.69117393,9.61294376,3.072,0.131770326,-27.463533,55452,20.37123,19.51576,19.18154,19.00364,19.0792,0.85547,0.33422,0.1779,-0.07556,-1.29203
28067,5146-55831-0467 ,55831,326.21435,0.96208354,8.557756183,1.131,0.260059643,-23.745567,55831,21.40895,21.38472,21.10413,21.03118,21.00954,0.02423,0.28059,0.07295,0.02164,-0.39941
21207,0674-52201-0488 ,52201,339.09766,0.55461915,8.776443667,1.7963,0.688994152,-25.941692,52201,19.62313,19.50498,19.49221,19.42442,19.47566,0.11815,0.01277,0.06779,-0.05124,-0.14747
26598,5143-55828-0369 ,55828,321.57371,0.37472042,7.550041608,0.444,0.265456993,-23.853521,55828,18.66504,18.42851,18.39839,18.35304,18.28624,0.23653,0.03012,0.04535,0.0668,-0.3788
980,1075-52933-0221 ,52933,29.453787,-0.33461808,8.527338655,1.393,0.320623808,-24.745153,52933,20.25441,20.22524,20.03257,20.02521,20.11091,0.02917,0.19267,0.00736,-0.0857,-0.1435
22208,4201-55443-0514 ,55443,333.42124,0.21221746,9.339215166,2.285,0.035339669,-27.163706,55443,19.63998,19.06202,19.02066,18.93855,18.70137,0.57796,0.04136,0.08211,0.23718,-0.93861
10156,7834-56979-0575 ,56979,32.135541,-0.18152699,8.857583059,2.6923215,0.302991766,-24.795057,56979,22.60147,22.05788,21.78649,21.6072,21.46803,0.54359,0.27139,0.17929,0.13917,-1.13344
554,7847-57012-0869 ,57012,24.216377,0.75751603,7.796966328,0.9181897,0.343198703,-22.7152,57012,21.83304,21.54885,21.35844,21.33449,21.12715,0.28419,0.19041,0.02395,0.20734,-0.70589
8746,7818-56989-0029 ,56989,22.637283,0.0017195,8.815394317,1.8301284,0.561176487,-25.110174,56989,20.52276,20.51186,20.58151,20.35394,20.04431,0.0109,-0.06965,0.22757,0.30963,-0.47845
1800,7874-57279-0990 ,57279,18.131119,0.35522768,8.276095958,2.3907502,0.268773976,-24.194864,57279,23.02878,22.13429,22.18427,22.18978,21.67332,0.89449,-0.04998,-0.00551,0.51646,-1.35546
9805,7818-56989-0573 ,56989,20.562817,0.17862106,9.460062061,1.481985,0.318528418,-24.042446,56989,21.636,21.43128,21.17589,20.94309,20.92249,0.20472,0.25539,0.2328,0.0206,-0.71351
15786,4230-55483-0622 ,55483,23.043487,0.87818745,8.193204308,1.045,0.051785859,-24.634352,55483,20.91426,20.28495,19.81092,19.65808,19.56422,0.62931,0.47403,0.15284,0.09386,-1.35004
22637,4192-55469-0252 ,55469,319.66707,-0.88793536,8.975430125,2.41,0.039041707,-25.847029,55469,21.10962,20.42628,20.3068,20.25225,19.96874,0.68334,0.11948,0.05455,0.28351,-1.14088
8851,8792-57364-0211 ,57364,24.695529,-1.041554,8.862971101,1.202,0.048618592,-25.364183,57364,19.47376,19.47675,19.2859,19.32885,19.4802,-0.00299,0.19085,-0.04295,-0.15135,0.00644
19049,0712-52199-0502 ,52199,51.364105,0.67289814,8.848156562,1.3675,0.150108307,-24.923887,52199,20.93081,20.5381,19.81878,19.58057,19.48636,0.39271,0.71932,0.23821,0.09421,-1.44445
6924,4218-55479-0042 ,55479,4.3927731,-1.1056427,8.705679586,1.134,0.08067704,-24.075243,55479,21.92487,21.09217,20.48931,20.2583,20.07499,0.8327,0.60286,0.23101,0.18331,-1.84988
26053,5143-55828-0419 ,55828,321.31574,0.59066018,8.926198644,2.08,0.23709305,-23.79228,55828,22.14822,22.09968,22.29115,22.02968,21.63995,0.04854,-0.19147,0.26147,0.38973,-0.50827
12564,7871-56902-0790 ,56902,13.020255,-0.86175569,8.444158409,1.9374218,0.319662612,-23.812363,56902,21.8312,21.94535,21.90014,21.65391,21.44581,-0.11415,0.04521,0.24623,0.2081,-0.38539
20811,5146-55831-0049 ,55831,328.49923,0.73683404,8.650466925,1.041,0.071204128,-25.058411,55831,19.28291,19.16618,18.99288,19.02508,18.9805,0.11673,0.1733,-0.0322,0.04458,-0.30241
23755,1117-52885-0267 ,52885,309.35991,-0.34647331,8.476721299,1.5324,0.209605226,-24.949997,52885,19.93551,19.8124,19.82772,19.67327,19.79128,0.12311,-0.01532,0.15445,-0.11801,-0.14423
10297,7864-56979-0238 ,56979,4.5649167,-0.053647353,7.796532241,1.6543776,0.619996703,-23.9063,56979,21.41097,21.38553,21.43581,21.23317,21.18505,0.02544,-0.05028,0.20264,0.04812,-0.22592
11187,7818-56989-0562 ,56989,20.637266,0.49850259,8.287783978,1.9288282,0.198466402,-23.992661,56989,21.83169,21.7334,21.92738,21.65859,21.64975,0.09829,-0.19398,0.26879,0.00884,-0.18194
25218,0384-51821-0011 ,51821,354.14887,-1.1260513,8.446647006,1.2929,0.287070799,-25.214462,51821,19.80717,19.65181,19.39137,19.2942,19.47092,0.15536,0.26044,0.09717,-0.17672,-0.33625
20827,4209-55478-0282 ,55478,348.22308,-1.2428827,7.928690394,2.876,0.143147259,-24.634668,55478,23.4218,22.03183,21.87494,22.01616,21.78047,1.38997,0.15689,-0.14122,0.23569,-1.64133
185,7831-57016-0621 ,57016,34.474087,1.0416835,9.0177737,1.5406694,0.182783958,-24.748894,57016,20.67233,20.46785,20.31695,20.13341,20.15904,0.20448,0.1509,0.18354,-0.02563,-0.51329
