my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,ra.1,dec.1,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
983,7334-56656-0364 ,56656,36.261546,-1.068461,8.262426579,2.578,0.28714643,-24.437473,56656,36.26157,-1.068484,23.09108,22.53176,22.4049,22.3385,22.18034,0.55932,0.12686,0.0664,0.15816,-0.91074
8267,0703-52209-0251 ,52209,33.47238,-1.0162267,8.868115164,2.1235,0.058729385,-25.72954,52209,33.47236,-1.016212,20.12776,19.99134,19.98182,19.88163,19.72609,0.13642,0.00952,0.10019,0.15554,-0.40167
4964,8792-57364-0542 ,57364,23.450158,1.110607,9.240588419,1.0651151,0.063297684,-24.443531,58107,23.45016,1.110628,20.35544,20.13282,19.76638,19.8524,19.89423,0.22262,0.36644,-0.08602,-0.04183,-0.46121
5951,1088-52929-0274 ,52929,4.3372285,-0.20705615,8.631163162,1.3098,0.072327846,-25.312473,58048,4.337217,-0.2070362,19.37299,19.27131,19.18973,19.18885,19.20188,0.10168,0.08158,0.00088,-0.01303,-0.17111
11879,7853-56988-0107 ,56988,3.7076848,1.0133284,8.957008886,0.6670771,0.272732182,-22.061049,56988,3.707685,1.013328,22.42712,21.87937,21.71118,21.28551,20.97482,0.54775,0.16819,0.42567,0.31069,-1.4523
16380,8791-57373-0717 ,57373,22.01372,0.62984462,9.098616944,2.5958252,0.226640923,-24.360941,57373,22.01375,0.6298481,23.37662,22.53002,22.32115,22.19531,21.96587,0.8466,0.20887,0.12584,0.22944,-1.41075
4953,6781-56274-0454 ,56274,38.291185,-0.152941,8.983443627,3.35,0.252028976,-25.421324,56274,38.2912,-0.1529614,23.83619,22.40976,21.7396,21.43823,21.31014,1.42643,0.67016,0.30137,0.12809,-2.52605
21590,4294-55500-0410 ,55500,341.65874,1.232025,8.19350318,0.386,0.040287616,-21.125324,55500,341.6587,1.23202,21.50195,21.41037,21.00608,20.69385,20.05999,0.09158,0.40429,0.31223,0.63386,-1.44196
13804,4231-55444-0906 ,55444,26.029617,1.1317047,8.822369068,2.586,0.223379334,-25.982452,55444,26.02961,1.131702,21.51727,20.95389,20.77174,20.6605,20.3512,0.56338,0.18215,0.11124,0.3093,-1.16607
13272,7872-57279-0727 ,57279,13.97177,0.61126492,9.341449098,1.5742958,0.196283478,-23.620197,57279,13.97177,0.6112649,21.94466,22.02695,21.82696,21.52951,21.108,-0.08229,0.19999,0.29745,0.42151,-0.83666
27791,5141-55746-0468 ,55746,317.51574,1.0250877,8.576797215,1.402,0.062670736,-24.85705,55746,317.5157,1.025077,20.46563,20.47591,20.2393,20.1633,20.19678,-0.01028,0.23661,0.076,-0.03348,-0.26885
9296,4217-55478-0504 ,55478,0.55005161,0.54815945,9.517247037,2.691,0.060611853,-27.099504,55478,0.5500492,0.5481634,20.39418,19.51287,19.40207,19.42903,19.30956,0.88131,0.1108,-0.02696,0.11947,-1.08462
22140,5144-55829-0284 ,55829,323.71593,0.044649374,8.90300674,1.027,0.050632292,-23.890594,55829,323.7159,0.04463371,20.55617,20.39069,20.18104,20.27582,20.29903,0.16548,0.20965,-0.09478,-0.02321,-0.25714
2331,3650-55244-0736 ,55244,39.926153,0.1089054,9.429178433,3.621,0.027204213,-28.019268,55244,39.92616,0.1089061,23.77083,20.05858,19.08822,19.00098,18.99792,3.71225,0.97036,0.08724,0.00306,-4.77291
13553,1088-52929-0248 ,52929,4.726051,-1.0339558,9.534404759,1.9279,0.234549123,-25.894243,52929,4.726051,-1.033958,20.32002,20.20955,20.11794,19.96131,19.88432,0.11047,0.09161,0.15663,0.07699,-0.4357
11273,0690-52261-0221 ,52261,9.2075497,-0.42345248,8.734268192,0.983,0.231799285,-24.561951,52261,9.207534,-0.423446,20.00892,19.89507,19.74078,19.63985,19.41755,0.11385,0.15429,0.10093,0.2223,-0.59137
615,1905-53706-0358 ,53706,9.608673,0.077717,9.131657502,0.737,0.254852408,-23.847963,53706,9.608677,0.077712,20.69516,20.08186,19.92244,19.84114,19.66092,0.6133,0.15942,0.0813,0.18022,-1.03424
12758,7871-56902-0760 ,56902,13.027865,-0.40330394,9.312147117,1.7933713,0.071221278,-24.861216,56902,13.02786,-0.403304,20.70942,20.63254,20.75164,20.38901,20.53401,0.07688,-0.1191,0.36263,-0.145,-0.17541
25917,0685-52203-0461 ,52203,359.9947,0.56258086,9.303366859,1.6937,0.135203172,-25.937645,52203,359.9947,0.562592,19.39247,19.38615,19.34856,19.10514,19.14108,0.00632,0.03759,0.24342,-0.03594,-0.25139
18793,7866-57002-0589 ,57002,5.9635784,0.83901083,8.513338664,1.2328405,0.280596048,-44.604008,57002,5.963578,0.8390108,22.05332,22.28593,21.79911,21.63263,21.54847,-0.23261,0.48682,0.16648,0.08416,-0.50485
6584,0392-51793-0127 ,51793,8.9900131,-0.88608578,8.479616926,1.5365,0.042598542,-26.117319,58045,8.990014,-0.8860629,19.59572,19.3537,19.12851,18.8494,18.74885,0.24202,0.22519,0.27911,0.10055,-0.84687
7113,0390-51900-0122 ,51900,5.3786711,-1.1858906,8.341387873,0.7857,0.117527384,-25.190002,58042,5.378647,-1.18591,18.60677,18.4515,18.45422,18.53903,18.45775,0.15527,-0.00272,-0.08481,0.08128,-0.14902
23391,4210-55444-0268 ,55444,349.9454,-0.33702847,8.852715981,3.251,0.248388611,-25.897371,55444,349.9454,-0.3370257,24.67511,21.92995,21.19011,21.1475,21.18666,2.74516,0.73984,0.04261,-0.03916,-3.48845
25665,4207-55475-0727 ,55475,345.04623,0.17105385,8.780079829,2.276,0.022852652,-26.898373,57711,345.0462,0.1710576,19.69629,19.2249,19.32091,19.23284,18.99717,0.47139,-0.09601,0.08807,0.23567,-0.69912
7034,6782-56572-0564 ,56572,40.396881,1.1403036,9.567484774,1.576,0.050132043,-25.923588,56572,40.39686,1.140333,20.06372,19.65588,19.35298,19.05785,19.02024,0.40784,0.3029,0.29513,0.03761,-1.04348
8996,8793-57391-0230 ,57391,26.814756,-0.17478454,8.387312474,1.5511357,0.235890842,-23.098618,57391,26.81476,-0.1747845,22.46373,22.2005,22.03461,21.70486,21.50659,0.26323,0.16589,0.32975,0.19827,-0.95714
15086,8789-57358-0057 ,57358,18.884789,-0.77413612,8.686235445,1.2823538,0.072914032,-22.906197,57358,18.8848,-0.7741117,22.75398,22.53508,21.72931,21.75317,21.32016,0.2189,0.80577,-0.02386,0.43301,-1.43382
2285,7876-57002-0240 ,57002,19.194325,-0.73417811,8.816536917,1.1284084,0.188189411,-23.671934,57002,19.19432,-0.7341781,21.36731,21.32231,20.93618,20.95189,20.95899,0.045,0.38613,-0.01571,-0.0071,-0.40832
21963,1104-52912-0025 ,52912,334.88199,-0.26309659,8.61319762,1.9775,0.155181454,-26.384228,52912,334.882,-0.263094,19.55694,19.58896,19.46105,19.20549,18.95421,-0.03202,0.12791,0.25556,0.25128,-0.60273
8816,6782-56572-0362 ,56572,40.561174,-1.248148,8.674962171,1.156,0.08788181,-23.62723,56572,40.56119,-1.248145,20.97662,21.05908,20.8005,20.79891,20.7473,-0.08246,0.25858,0.00159,0.05161,-0.22932
27280,0681-52199-0536 ,52199,353.11246,0.69551448,8.874111467,1.7872,0.155899329,-25.532803,52199,353.1125,0.695526,20.1462,20.07651,20.0701,19.77148,19.79428,0.06969,0.00641,0.29862,-0.0228,-0.35192
9744,7833-57286-0216 ,57286,32.103695,1.2208063,7.818912805,2.1275854,0.142491175,-24.101151,57286,32.10369,1.220806,21.80229,21.72669,21.85793,21.83411,21.52051,0.0756,-0.13124,0.02382,0.3136,-0.28178
9018,7862-56984-0929 ,56984,2.5767176,0.42036946,8.719308885,1.049362,0.080260684,-23.125446,56984,2.576733,0.4203614,21.76439,21.57573,21.19245,21.19815,21.07265,0.18866,0.38328,-0.0057,0.1255,-0.69174
20001,0381-51811-0440 ,51811,346.85406,0.16606938,8.60540728,1.9016,0.125057864,-26.686609,57712,346.8541,0.1660441,19.44789,19.44696,19.36891,19.04928,18.95071,0.00093,0.07805,0.31963,0.09857,-0.49718
27124,4213-55449-0646 ,55449,354.45186,0.30307784,8.134692522,2.192,0.241743266,-24.395494,55449,354.4519,0.3030767,22.04129,21.65927,21.63797,21.55335,21.27556,0.38202,0.0213,0.08462,0.27779,-0.76573
19488,1518-52937-0426 ,52937,55.058763,0.694008,9.378585749,2.9114,0.094468558,-26.516285,52937,55.05877,0.693982,21.70339,20.28029,20.07794,20.03412,20.10924,1.4231,0.20235,0.04382,-0.07512,-1.59415
18288,0702-52178-0259 ,52178,31.44724,-1.1170996,8.660587312,0.7605,0.121229243,-23.449699,52178,31.44723,-1.117094,20.60518,20.07222,19.90487,19.85367,19.49594,0.53296,0.16735,0.0512,0.35773,-1.10924
24674,4193-55476-0404 ,55476,320.68828,-1.0796708,8.705197569,2.275,0.107909362,-24.737709,55476,320.6883,-1.079679,22.1606,21.44859,21.23412,21.28934,21.10167,0.71201,0.21447,-0.05522,0.18767,-1.05893
11053,4218-55479-0438 ,55479,2.6974302,-0.000700545,9.25598588,3.025,0.12928002,-27.319218,55479,2.697433,-0.000704226,21.56235,20.01283,19.65314,19.62953,19.64321,1.54952,0.35969,0.02361,-0.01368,-1.91914
26950,0376-52143-0259 ,52143,337.205,-0.94191308,9.206258075,1.279,0.022789942,-26.61886,58039,337.205,-0.9419035,18.67575,18.36485,17.96236,17.92522,17.98858,0.3109,0.40249,0.03714,-0.06336,-0.68717
11897,7843-56902-0739 ,56902,25.926226,0.091246232,8.199072588,1.1431087,0.240520167,-23.143394,56902,25.92623,0.09124623,21.63494,21.52848,21.20132,21.18303,20.90135,0.10646,0.32716,0.01829,0.28168,-0.73359
21770,4212-55447-0466 ,55447,352.38068,-0.34338713,9.097788819,3.004,0.064004456,-26.741121,55447,352.3807,-0.3433902,21.45973,20.37975,20.13402,20.01775,19.99477,1.07998,0.24573,0.11627,0.02298,-1.46496
26202,4197-55479-0668 ,55479,327.77915,0.89582292,8.33959293,2.167,0.190380568,-24.431417,55479,327.7791,0.8958185,22.62339,22.00487,22.05325,21.9453,21.68991,0.61852,-0.04838,0.10795,0.25539,-0.93348
14068,6780-56577-0850 ,56577,37.472866,0.57561711,8.801254019,1.992,0.094500824,-24.431385,56577,37.47289,0.575618,21.3248,21.27528,21.3925,21.16629,20.8789,0.04952,-0.11722,0.22621,0.28739,-0.4459
5427,4234-55478-0824 ,55478,30.726348,1.1784569,9.388636678,2.367,0.024126849,-26.871828,55478,30.72635,1.178452,19.63232,19.16658,19.17856,19.18125,19.02644,0.46574,-0.01198,-0.00269,0.15481,-0.60588
8098,8793-57391-0262 ,57391,26.758801,-0.36672036,8.218259331,0.5676917,0.172141416,-22.184847,57391,26.7588,-0.3667203,21.59781,21.13614,20.86508,20.39031,20.07531,0.46167,0.27106,0.47477,0.315,-1.5225
13363,0402-51793-0439 ,51793,27.083024,0.50583095,9.104832378,0.7647,0.107861696,-25.09499,58098,27.08303,0.5058424,18.42726,18.26894,18.41844,18.50784,18.41647,0.15832,-0.1495,-0.0894,0.09137,-0.01079
15285,6781-56575-0162 ,56575,39.299917,-1.213906,9.35404614,1.631,0.196115797,-23.878067,56599,39.29988,-1.213873,21.71251,21.56622,21.80862,21.38736,21.29842,0.14629,-0.2424,0.42126,0.08894,-0.41409
1448,7844-56982-0816 ,56982,27.46005,-1.1344941,9.334183285,3.411504,0.129384531,-26.111277,56982,27.46007,-1.134492,22.83251,21.54918,21.03814,20.95128,20.8614,1.28333,0.51104,0.08686,0.08988,-1.97111
23725,4195-55452-0720 ,55452,324.52541,-0.005890883,8.562357915,2.32,0.130510129,-24.201059,57664,324.5254,-0.005895521,23.38157,22.3617,22.58435,22.44424,22.64121,1.01987,-0.22265,0.14011,-0.19697,-0.74036
23774,4192-55469-0132 ,55469,320.28756,-1.0084939,9.599238085,2.893,0.151269738,-27.059624,55469,320.2876,-1.008492,21.30109,19.9931,19.76849,19.65089,19.69365,1.30799,0.22461,0.1176,-0.04276,-1.60744
13909,1067-52616-0268 ,52616,44.948255,-0.57539603,8.743971588,2.0987,0.13789634,-25.606262,52616,44.94825,-0.575387,20.66702,20.47541,20.44881,20.28959,20.11118,0.19161,0.0266,0.15922,0.17841,-0.55584
6009,6781-56274-0625 ,56274,38.38271,1.1318449,9.37878401,1.203,0.16414359,-44.551266,55209,38.38271,1.131845,21.91456,21.42148,20.54838,20.36888,20.00368,0.49308,0.8731,0.1795,0.3652,-1.91088
11483,4216-55477-0874 ,55477,0.67157318,1.1104223,8.959611873,2.343,0.075868005,-25.672777,55477,0.6715733,1.11042,21.3534,20.68543,20.70118,20.68595,20.50411,0.66797,-0.01575,0.01523,0.18184,-0.84929
14819,7818-56989-0344 ,56989,20.840927,-0.91957386,8.435137468,1.5060872,0.207507754,-24.443521,56989,20.84095,-0.9195343,22.31264,22.22097,21.88564,21.64065,21.65397,0.09167,0.33533,0.24499,-0.01332,-0.65867
2759,7843-56902-0155 ,56902,26.450092,-0.19227567,8.59329732,1.8058563,0.179849273,-24.556568,56902,26.45009,-0.1922757,21.33613,21.35636,21.35851,21.0502,21.0514,-0.02023,-0.00215,0.30831,-0.0012,-0.28473
27056,0381-51811-0102 ,51811,347.88014,-0.47852529,8.446176055,0.5856,0.200807936,-24.677069,57712,347.8801,-0.4785015,19.30466,18.55052,18.42005,18.14689,18.12027,0.75414,0.13047,0.27316,0.02662,-1.18439
3959,7837-56987-0960 ,56987,31.736916,0.54279425,8.975225379,1.3411814,0.263010223,-24.033751,56987,31.73692,0.5427942,21.32711,21.17705,20.92423,20.88267,20.86416,0.15006,0.25282,0.04156,0.01851,-0.46295
27763,5147-55854-0032 ,55854,329.86997,0.9800177,9.07592534,1.652,0.278949893,-23.401609,55854,329.87,0.9799966,22.56722,22.31559,22.21552,21.82482,21.71927,0.25163,0.10007,0.3907,0.10555,-0.84795
1841,7844-56982-0786 ,56982,27.479675,-0.56356233,8.657365853,3.455829,0.052699987,-26.378269,56982,27.47968,-0.5635641,23.33265,21.52446,20.91858,20.75798,20.83729,1.80819,0.60588,0.1606,-0.07931,-2.49536
19780,4215-55471-0373 ,55471,357.98807,-0.97499537,9.044543804,1.087,0.087283589,-23.237457,55471,357.9881,-0.974997,21.28643,21.0581,20.6273,20.79392,20.72872,0.22833,0.4308,-0.16662,0.0652,-0.55771
19660,1062-52619-0078 ,52619,56.660826,-0.61273584,8.171631,0.5405,0.077600244,-23.509068,52619,56.66083,-0.612728,19.19065,18.96765,19.09135,18.95009,18.91572,0.223,-0.1237,0.14126,0.03437,-0.27493
2786,7870-57016-0216 ,57016,11.578378,-0.92825495,7.9607869,2.1289926,0.254099633,-24.457075,57016,11.57837,-0.9282632,22.6471,22.39625,22.19704,21.92872,21.5937,0.25085,0.19921,0.26832,0.33502,-1.0534
14796,7834-56979-0632 ,56979,32.459795,0.61365419,8.420107823,1.368663,0.143333516,-23.600185,56979,32.4598,0.6136542,21.38724,21.30914,21.05517,21.03332,21.0612,0.0781,0.25397,0.02185,-0.02788,-0.32604
26265,4215-55471-0508 ,55471,357.08918,0.18600019,9.31080152,3.466,0.199904312,-26.490854,55471,357.0892,0.1859759,22.53313,21.45739,20.80693,20.63265,20.47667,1.07574,0.65046,0.17428,0.15598,-2.05646
22261,4205-55454-0810 ,55454,341.76526,0.5470365,8.97230569,1.604,0.121139382,-25.057737,55454,341.7653,0.5470384,20.40804,20.20436,20.14473,19.90402,20.10667,0.20368,0.05963,0.24071,-0.20265,-0.30137
9181,7867-57003-0839 ,57003,8.2222433,-1.1948012,8.801888538,1.601584,0.128879418,-25.274324,57003,8.222243,-1.194801,21.68613,21.03973,20.31823,19.79821,19.62683,0.6464,0.7215,0.52002,0.17138,-2.0593
19994,4198-55480-0172 ,55480,330.09819,-1.1538829,8.971598484,2.162,0.070215573,-25.290941,55480,330.0982,-1.153887,20.89479,20.52188,20.48936,20.47025,20.27711,0.37291,0.03252,0.01911,0.19314,-0.61768
1490,1080-52614-0252 ,52614,19.157543,-1.2224194,8.129499795,1.0583,0.21133901,-24.534491,52614,19.15755,-1.222411,20.16175,20.02655,19.78427,19.88466,19.82314,0.1352,0.24228,-0.10039,0.06152,-0.33861
22204,1475-52903-0088 ,52903,332.0164,-1.038833,8.866975567,1.4061,0.146270207,-24.430357,52903,332.0164,-1.03882,20.5691,20.49762,20.2219,20.1816,20.29009,0.07148,0.27572,0.0403,-0.10849,-0.27901
10492,7847-57012-0758 ,57012,23.739324,0.66198333,8.245060623,1.3993621,0.269087386,-23.049179,57012,23.73932,0.6619833,22.51253,22.88882,22.3493,22.44743,22.13823,-0.37629,0.53952,-0.09813,0.3092,-0.3743
14146,8790-57363-0308 ,57363,19.796868,-0.18668381,9.721954629,2.54836,0.063215092,-24.705942,57363,19.79687,-0.1866838,23.4078,22.65882,22.43969,22.62613,21.98846,0.74898,0.21913,-0.18644,0.63767,-1.41934
9187,4219-55480-0598 ,55480,4.512046,0.722246,9.160458996,2.098,0.18853166,-25.712269,55480,4.512044,0.7222424,20.52306,20.28567,20.21779,20.27029,20.19226,0.23739,0.06788,-0.0525,0.07803,-0.3308
25000,1116-52932-0522 ,52932,311.97365,0.890009,7.764729341,0.3634,0.293683378,-22.67293,52932,311.9736,0.890008,19.27959,19.16328,19.06461,18.99187,18.48953,0.11631,0.09867,0.07274,0.50234,-0.79006
13675,7843-56902-0560 ,56902,24.982957,0.68199808,9.004097967,2.183,0.06586563,-25.398983,56902,24.98296,0.6820002,21.06844,20.69606,20.65648,20.66467,20.46038,0.37238,0.03958,-0.00819,0.20429,-0.60806
11312,7825-57030-0028 ,57030,40.795469,-0.98079321,8.904970011,2.234,0.19508096,-24.756989,57030,40.79547,-0.9807956,21.44269,20.99998,20.94445,20.96661,20.66464,0.44271,0.05553,-0.02216,0.30197,-0.77805
255,8790-57363-0235 ,57363,20.036363,-0.02067501,8.474108296,0.9556157,0.077019175,-22.810366,57363,20.03635,-0.02067757,21.92331,21.69699,21.27523,21.16928,20.73571,0.22632,0.42176,0.10595,0.43357,-1.1876
22060,7848-56959-0578 ,56959,358.21526,0.29628209,8.774447269,2.536,0.020294561,-25.863083,56959,358.2153,0.2962828,21.1105,20.39035,20.47458,20.54227,20.23215,0.72015,-0.08423,-0.06769,0.31012,-0.87835
18986,0712-52199-0222 ,52199,50.688435,-0.41787947,8.759155795,1.2486,0.171322653,-24.943611,52199,50.68841,-0.417887,20.48635,20.18489,19.69093,19.46897,19.38457,0.30146,0.49396,0.22196,0.0844,-1.10178
16822,1084-52591-0377 ,52591,12.271704,0.72453846,8.430686641,1.1921,0.23236427,-24.424812,52591,12.2717,0.724549,20.39825,20.34952,20.13965,20.07689,20.08064,0.04873,0.20987,0.06276,-0.00375,-0.31761
1826,4229-55501-0832 ,55501,22.236748,0.68910247,9.543798084,1.914,0.235443996,-25.633722,55501,22.23675,0.6891043,21.60044,20.90682,20.46668,20.0223,19.80026,0.69362,0.44014,0.44438,0.22204,-1.80018
22421,0680-52200-0056 ,52200,351.2718,-0.89737052,9.180236092,2.0344,0.119064395,-25.472837,52200,351.2718,-0.897386,20.38571,20.38775,20.58412,20.3721,20.06854,-0.00204,-0.19637,0.21202,0.30356,-0.31717
23365,4198-55480-0924 ,55480,330.78098,0.48600554,9.011365602,3.17,0.083246964,-26.545286,55480,330.781,0.4860024,22.14748,20.19336,20.06026,20.08471,20.02084,1.95412,0.1331,-0.02445,0.06387,-2.12664
7694,6781-56274-0653 ,56274,38.542937,0.0180792,8.835940159,2.256,0.298193978,-24.373589,56274,38.54296,0.01807207,22.52181,21.93298,21.99384,21.91811,21.48013,0.58883,-0.06086,0.07573,0.43798,-1.04168
26703,4211-55446-0775 ,55446,351.81507,0.23707415,9.297217077,2.533,0.048408201,-26.667662,55446,351.8151,0.2370742,21.26171,20.28843,19.83405,19.76286,19.59238,0.97328,0.45438,0.07119,0.17048,-1.66933
15822,4230-55483-0878 ,55483,24.024303,0.64282143,8.651050858,2.887,0.084713648,-25.728281,55483,24.02431,0.6428225,22.35386,21.12043,21.01252,21.06573,21.02278,1.23343,0.10791,-0.05321,0.04295,-1.33108
20554,0684-52523-0602 ,52523,359.56443,0.73894109,8.779508078,1.5003,0.144628819,-25.525707,52523,359.5644,0.738944,19.6712,19.49581,19.42701,19.30681,19.39108,0.17539,0.0688,0.1202,-0.08427,-0.28012
3323,7858-57281-0282 ,57281,15.255701,0.96243815,8.362547401,1.6281234,0.198893237,-24.059179,57281,15.2557,0.9624381,21.41854,21.42403,21.42879,21.20024,21.13119,-0.00549,-0.00476,0.22855,0.06905,-0.28735
642,7862-56984-0435 ,56984,1.090536,0.20124413,7.95033838,2.1177788,0.201306346,-24.487547,56984,1.090532,0.2012366,21.59616,21.52208,21.58996,21.50485,21.30329,0.07408,-0.06788,0.08511,0.20156,-0.29287
19297,0415-51810-0490 ,51810,53.464695,0.39490956,9.098799854,1.8125,0.080507331,-26.703962,51810,53.46472,0.394911,18.61354,18.69388,18.73096,18.49215,18.45368,-0.08034,-0.03708,0.23881,0.03847,-0.15986
27880,5147-55854-0049 ,55854,329.89658,0.29904544,9.413808444,2.013,0.111620585,-26.255341,55854,329.8966,0.299038,20.12005,19.69944,19.60991,19.53254,19.47312,0.42061,0.08953,0.07737,0.05942,-0.64693
1104,4224-55481-0720 ,55481,13.404684,0.7014588,8.635548173,2.313,0.118498301,-24.852669,55481,13.40469,0.7014556,22.16834,21.46505,21.49399,21.2816,20.91381,0.70329,-0.02894,0.21239,0.36779,-1.25453
23127,4201-55443-0258 ,55443,335.11282,-0.82112546,8.838286146,2.349,0.077097724,-24.717529,55443,335.1128,-0.8211205,22.24275,21.41946,21.38625,21.39485,21.05839,0.82329,0.03321,-0.0086,0.33646,-1.18436
19686,1242-52901-0169 ,52901,57.465243,-0.41048772,9.234135946,2.0183,0.115086317,-26.320723,52901,57.46524,-0.410487,19.26082,19.31142,19.2213,19.10854,18.90535,-0.0506,0.09012,0.11276,0.20319,-0.35547
25270,1116-52932-0042 ,52932,312.53324,-1.1798913,9.044354291,1.9078,0.10387297,-26.071358,52932,312.5332,-1.179884,19.71934,19.64032,19.65044,19.53303,19.53981,0.07902,-0.01012,0.11741,-0.00678,-0.17953
26566,1114-53179-0105 ,53179,315.32333,-0.074736686,8.434303234,1.3892,0.137141356,-24.81636,53179,315.3233,-0.074734,19.95213,20.00267,19.83857,19.81967,19.86611,-0.05054,0.1641,0.0189,-0.04644,-0.08602
6076,0703-52209-0077 ,52209,35.034353,-0.11633551,8.180214731,1.1868,0.213587288,-24.57505,52209,35.03435,-0.116337,20.24461,20.12457,19.92679,19.92779,19.95077,0.12004,0.19778,-0.001,-0.02298,-0.29384
11203,4226-55475-0127 ,55475,17.634084,-1.0556922,8.780411547,1.313,0.189186914,-25.377554,55475,17.63409,-1.055698,20.15804,19.70851,19.35253,19.34627,19.41913,0.44953,0.35598,0.00626,-0.07286,-0.73891
14028,7819-57280-0286 ,57280,42.805013,1.0407811,8.892102716,1.829936,0.1354659,-24.651167,57280,42.80501,1.040781,20.88976,20.96427,21.15054,20.81587,20.75632,-0.07451,-0.18627,0.33467,0.05955,-0.13344
22425,4214-55451-0319 ,55451,356.50549,-0.10681836,9.261439445,2.903,0.249968526,-25.023857,57664,356.5055,-0.1068191,22.61246,21.58951,21.47731,21.57348,21.54198,1.02295,0.1122,-0.09617,0.0315,-1.07048
6807,6782-56273-0590 ,56273,40.378472,0.75473831,8.615095807,1.319,0.058613192,-23.419844,56273,40.37845,0.7547544,21.58322,22.00155,21.36465,21.46382,21.58383,-0.41833,0.6369,-0.09917,-0.12001,0.00061
16821,4220-55447-0222 ,55447,6.8238231,-0.97397529,8.862668661,3.348,0.068841589,-26.496431,55447,6.823821,-0.9739771,22.88699,21.04476,20.6633,20.5704,20.61143,1.84223,0.38146,0.0929,-0.04103,-2.27556
1684,1508-52944-0311 ,52944,34.617797,-0.062014,8.374855082,0.9796,0.214050362,-23.903416,52944,34.6178,-0.062023,20.29415,20.3347,20.28602,20.3352,20.20101,-0.04055,0.04868,-0.04918,0.13419,-0.09314
5708,0703-52209-0591 ,52209,34.998589,0.29628975,8.693255978,0.9559,0.058779005,-23.981104,52209,34.99858,0.2963,20.16819,20.11343,20.01797,20.13913,20.11202,0.05476,0.09546,-0.12116,0.02711,-0.05617
9732,7818-56989-0472 ,56989,20.56009,-0.18854293,8.940580861,2.16,0.092058121,-25.727598,56989,20.56009,-0.1885429,20.81277,20.5449,20.27785,20.17986,20.02477,0.26787,0.26705,0.09799,0.15509,-0.788
22847,0680-52200-0102 ,52200,351.33638,-0.30124235,8.418622667,1.4375,0.25413725,-24.878513,52200,351.3363,-0.301241,20.37783,20.16501,19.93693,19.80294,19.85032,0.21282,0.22808,0.13399,-0.04738,-0.52751
9818,0403-51871-0290 ,51871,28.932618,-0.84250445,9.340154978,2.0348,0.083340561,-27.010437,51871,28.93261,-0.842505,18.86751,18.82863,18.77201,18.62413,18.44281,0.03888,0.05662,0.14788,0.18132,-0.4247
21156,0683-52524-0410 ,52524,356.24062,0.79281684,9.054596536,1.5924,0.098239171,-25.704086,57716,356.2406,0.7928143,19.78476,19.59739,19.5546,19.38077,19.48153,0.18737,0.04279,0.17383,-0.10076,-0.30323
10475,7848-56959-0009 ,56959,0.61396627,-0.029296385,8.284159743,2.0625026,0.194508606,-24.544548,56959,0.6139663,-0.02929639,22.06528,21.83773,21.83222,21.51483,21.30614,0.22755,0.00551,0.31739,0.20869,-0.75914
27584,4212-55447-0980 ,55447,354.52757,0.1086866,8.194120321,0.924,0.10445683,-24.312826,55447,354.5276,0.108684,20.56106,20.15725,19.91415,19.74298,19.48014,0.40381,0.2431,0.17117,0.26284,-1.08092
4847,6780-56267-0672 ,56267,36.630872,0.82817572,7.441909964,2.143,0.086326632,-24.249855,56267,36.63087,0.8281645,22.70835,22.42343,22.18196,21.93883,21.44124,0.28492,0.24147,0.24313,0.49759,-1.26711
4213,4231-55444-0572 ,55444,24.444515,0.1501201,8.316536673,2.627,0.130443391,-24.817633,55444,24.44451,0.15012,21.96751,21.37904,21.41817,21.42846,21.46755,0.58847,-0.03913,-0.01029,-0.03909,-0.49996
6471,7864-56979-0536 ,56979,3.4099903,0.14139988,9.56905441,1.2160949,0.246079729,-23.930943,56979,3.40999,0.1413999,21.20996,20.99129,20.61147,20.45745,20.45686,0.21867,0.37982,0.15402,0.00059,-0.7531
18872,0413-51929-0171 ,51929,49.688225,-0.31259723,9.244355176,3.2242,0.020921897,-28.190168,51929,49.68822,-0.312605,21.25816,18.9796,18.68463,18.68706,18.64289,2.27856,0.29497,-0.00243,0.04417,-2.61527
8121,4219-55480-0227 ,55480,5.4294186,-0.50603757,9.326918801,3.505,0.103419612,-27.347044,55480,5.429419,-0.5060372,23.35501,20.44026,19.79678,19.66,19.65655,2.91475,0.64348,0.13678,0.00345,-3.69846
1877,4231-55444-0270 ,55444,25.372669,-0.52271775,8.627442065,2.758,0.23798672,-25.597708,55444,25.37267,-0.522719,22.24596,21.07695,20.89504,20.99953,20.7808,1.16901,0.18191,-0.10449,0.21873,-1.46516
6539,0689-52262-0259 ,52262,7.2241585,-0.77702247,9.012034769,1.7668,0.066890483,-26.285557,58045,7.224178,-0.7770174,19.38898,19.37947,19.40593,19.11152,19.17778,0.00951,-0.02646,0.29441,-0.06626,-0.2112
25040,0682-52525-0413 ,52525,354.12967,1.174281,8.227329254,0.858,0.149944673,-24.437967,52525,354.1296,1.174303,20.03219,19.63295,19.44699,19.36584,19.2202,0.39924,0.18596,0.08115,0.14564,-0.81199
